word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,affiliation,compound,pos,neg,neu,frequency,sentiment
coronavirus,serve,wakeup,call,ought,important,government,businesses,households,paramount,Right,0.2,0.067,0.0,0.933,334,Positive
people,within,borders,try,visit,sweden,without,permission,’,see,Right,0.0,0.0,0.0,1.0,3579,Neutral
diagnosis,confirmed,two,medical,institutions,said,first,realized,something,wrong,Right,-0.5,0.0,0.11,0.89,235,Negative
levels,quite,stable,past,century,battssponsored,would,book,cover,launch,Right,0.4,0.09,0.0,0.91,707,Positive
president,’,daughter,law,north,native,lara,trump,running,seat,Right,0.0,0.0,0.0,1.0,3579,Neutral
daughter,law,north,carolina,native,trump,running,seat,former,republican,Right,0.0,0.0,0.0,1.0,3579,Neutral
yet,campaign,season,officially,begun,retiring,republican,congressman,mark,walker,Right,0.0,0.0,0.0,1.0,3579,Neutral
overlooked,trend,course,applies,north,reaffirmed,election,kathy,harrington,r,Right,-0.0,0.0,0.044,0.956,3579,Neutral
applies,north,carolina,reaffirmed,election,harrington,r,gastonia,senate,majority,Right,0.0,0.0,0.0,1.0,3579,Neutral
consider,quiet,giant,”,said,vick,lobbyist,general,counsel,fetzer,Right,0.0,0.0,0.0,1.0,3579,Neutral
year,republicans,took,majority,chambers,currently,co,chairs,appropriations,committee,Right,0.0,0.0,0.0,1.0,3579,Neutral
leaders,hardly,new,evidenced,harrington,demonstrated,clearly,fact,she,second,Right,0.4,0.097,0.0,0.903,707,Positive
demonstrated,clearly,fact,she,second,lead,republican,caucus,senate,trending,Right,0.4,0.097,0.0,0.903,707,Positive
always,”,counter,protesters,like,humphreys,disagrees,she,believes,maskless,Right,-0.2,0.087,0.146,0.767,158,Negative
roy,cooper,control,”,said,smith,leaders,reopen,nc,“,Right,0.0,0.0,0.0,1.0,3579,Neutral
protesters,like,ann,humphreys,disagrees,believes,maskless,protestors,white,supremacists,Right,-0.4,0.081,0.202,0.717,231,Negative
’,ode,quixote,due,respect,humphreys,she,talking,reopen,nc,Right,0.5,0.114,0.0,0.886,336,Positive
neither,could,many,husbands,well,…,”,two,years,death,Right,-0.4,0.075,0.139,0.786,231,Negative
voyage,across,angry,hoping,find,instead,forced,weather,known,massachusetts,Right,-0.5,0.087,0.196,0.717,235,Negative
record,cases,‘,across,north,goes,live,pm,expected,ratcheting,Right,0.0,0.0,0.0,1.0,3579,Neutral
cases,around,country,hear,north,likely,much,cooper,resist,special,Right,0.4,0.097,0.0,0.903,707,Positive
population,centers,around,triangle,triad,relatively,light,makes,sense,areas,Right,0.0,0.0,0.0,1.0,3579,Neutral
different,southern,baptist,churches,north,independent,baptist,upstate,new,york,Right,0.0,0.0,0.0,1.0,3579,Neutral
independent,baptist,upstate,new,york,noonan,former,correspondent,cbs,news,Right,0.0,0.0,0.0,1.0,3579,Neutral
consent,obama,administration,secretary,state,clinton,lead,spooked,israeli,confidence,Right,0.6,0.178,0.0,0.822,344,Positive
level,risk,taking,accomplishment,parallel,large,damaging,explosions,natanz,uranium,Right,-0.7,0.0,0.184,0.816,130,Negative
faith,effort,riyadh,turn,new,incoming,administration,addressing,concerns,yemen,Right,0.4,0.101,0.0,0.899,707,Positive
plainclothes,agents,struggled,walk,”,wrote,tweet,“,arrested,asking,Right,-0.7,0.0,0.2,0.8,130,Negative
threat,alliance,turkish,president,recep,,,,,,Right,-0.5,0.0,0.12,0.88,235,Negative
,,,,,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
,,,,,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
she,threatened,“,blow,”,“,biblical,”,court,filing,Right,-0.5,0.0,0.125,0.875,235,Negative
attorney,general,william,barr,said,justice,department,uncovered,evidence,widespread,Right,0.5,0.12,0.0,0.88,336,Positive
since,removed,legal,team,interview,gave,she,threatened,“,blow,Right,-0.4,0.055,0.109,0.836,231,Negative
field,well,technology,diplomacy,military,bartholomew,vice,chairman,china,commission,Right,0.3,0.077,0.0,0.923,395,Positive
premier,powers,according,report,released,congressionally,mandated,commission,united,states,Right,0.4,0.101,0.0,0.899,707,Positive
call,monday,bartholomew,laid,directly,felt,china,china,using,growing,Right,0.2,0.064,0.0,0.936,334,Positive
loathing,mistrust,among,republican,voters,today,show,joe,scarborough,kasie,Right,-0.6,0.0,0.129,0.871,263,Negative
usually,maintains,modicum,objectivity,morning,effect,said,republicans,deserve,punished,Right,-0.5,0.0,0.107,0.893,235,Negative
tactic,curb,demand,”,said,garlich,senior,vice,president,fmi,Right,-0.1,0.0,0.059,0.941,110,Negative
state,election,officials,claiming,would,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
senate,seats,decided,runoffs,held,–,sens,kelly,loeffler,david,Right,0.0,0.0,0.0,1.0,3579,Neutral
runoffs,held,jan,–,sens,loeffler,david,perdue,republican,incumbents,Right,0.0,0.0,0.0,1.0,3579,Neutral
something,overrule,state,election,officials,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
ransomnotevideo,link,minutes,seconds,length,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
rt,commentary,ransomnotei,wan,youtube,baby,bitt,lucyt,whenifhowpingto,tilted,Right,0.0,0.0,0.0,1.0,3579,Neutral
asserts,general,petraus,still,involved,says,takes,going,arresting,everyone,Right,0.0,0.0,0.0,1.0,3579,Neutral
would,follow,replace,sessions,prosecutor,respecter,persons,meaningful,swamp,draining,Right,0.7,0.184,0.0,0.816,177,Positive
using,intel,agencies,try,help,win,cementjunglesteele,small,potatoes,posted,Right,0.8,0.213,0.0,0.787,183,Positive
day,something,get,rest,something,year,ransomnotenone,ohio,kashich,clean,Right,0.4,0.097,0.0,0.903,707,Positive
intl,pedo,network,people,yes,john,naaah,mention,said,arrested,Right,-0.1,0.091,0.104,0.805,110,Negative
attorney,general,jeff,sessions,wednesday,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
’,medical,marijuana,users,could,members,violent,illegal,aliens,believe,Right,-0.8,0.0,0.246,0.754,84,Negative
multiple,locations,’,always,heard,hosting,quite,large,number,chinese,Right,0.1,0.051,0.0,0.949,139,Positive
control,media,’,coordinate,rioting,panic,use,military,stop,riots,Right,-0.8,0.0,0.286,0.714,84,Negative
behind,posted,onby,upchuck,windows,spying,machine,troublesome,mandatory,updates,Right,-0.5,0.045,0.115,0.839,235,Negative
fake,“,panic,”,richmond,2nd,amendment,protests,wherein,deep,Right,-0.8,0.0,0.283,0.717,84,Negative
break,people,freeing,prisoners,protecting,antifa,demanding,open,borders,funding,Right,-0.3,0.099,0.166,0.735,224,Negative
”,commanded,seek,justice,love,walk,humbly,god,often,noted,Right,0.9,0.306,0.0,0.694,51,Positive
things,world,mean,means,love,kindness,trust,truth,corinthians,means,Right,0.9,0.368,0.0,0.632,51,Positive
another,planned,parenthood,executive,dr,schutt,aine,discussed,abortions,she,Right,0.0,0.0,0.0,1.0,3579,Neutral
get,lost,”,explained,dr,nucatola,senior,director,medical,services,Right,-0.3,0.0,0.087,0.913,224,Negative
reproductive,health,freedom,project,dr,harris,medical,director,planned,parenthood,Right,0.6,0.144,0.0,0.856,344,Positive
founder,david,daleiden,another,member,merritt,indicted,grand,jury,texas,Right,0.5,0.107,0.0,0.893,336,Positive
ann,schutt,aine,discussed,abortions,performs,gruesome,terms,“,’,Right,0.0,0.0,0.0,1.0,3579,Neutral
wearing,hottest,trends,brands,cost,thing,“,perfect,”,life,Right,0.6,0.139,0.0,0.861,344,Positive
appear,hard,truth,’,size,secret,angels,calvin,klein,models,Right,0.2,0.086,0.052,0.861,334,Positive
across,globe—a,time,prayer,preparation,season,fast,paced,world,full,Right,0.0,0.0,0.0,1.0,3579,Neutral
asked,devote,spiritual,corporal,works,“,remind,us,faith,finds,Right,0.6,0.184,0.0,0.816,344,Positive
–,matter,side,aisle,friday,21st,kimmel,’,wife,gave,Right,0.0,0.046,0.0,0.954,3579,Neutral
whether,’,republican,democrat,something,agree,right,whatever,party,whatever,Right,0.6,0.184,0.0,0.816,344,Positive
full,monologue,jimmy,kimmel,wife,mcnearney,brought,baby,william,home,Right,0.0,0.0,0.0,1.0,3579,Neutral
heart,disease,able,get,everything,needs,first,year,life,pass,Right,0.0,0.0,0.0,1.0,3579,Neutral
feel,good,story,partisan,stunt,lesson,matter,box,check,ballot,Right,0.5,0.143,0.0,0.857,336,Positive
,,,,,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
party,line,vote,speaker,house,pelosi,fellow,democrats,significant,aspects,Right,0.5,0.158,0.0,0.842,336,Positive
neighborhoods,need,much,money,weather,”,adam,andrzejewski,openthebooks,wrote,Right,0.0,0.0,0.0,1.0,3579,Neutral
,,,,,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
loan,forgiveness,”,top,democrats,warren,senate,minority,leader,chuck,Right,0.4,0.145,0.0,0.855,707,Positive
democrats,win,narrow,senate,majority,runoffs,biden,could,work,pass,Right,0.6,0.132,0.0,0.868,344,Positive
similarly,sized,home,low,crime,neighborhood,rapidly,growing,denver,similar,Right,-0.6,0.056,0.185,0.759,263,Negative
speaker,house,nancy,pelosi,senator,feinstein,bay,area,succession,city,Right,0.2,0.067,0.0,0.933,334,Positive
every,day,city,spends,small,year,collecting,millions,used,hypodermic,Right,0.0,0.0,0.0,1.0,3579,Neutral
elect,kamala,harris,speaker,house,pelosi,senator,dianne,feinstein,bay,Right,0.0,0.0,0.0,1.0,3579,Neutral
defense,equivalent,trying,put,square,round,hole,missile,threats,growing,Right,-0.2,0.11,0.097,0.793,158,Negative
economist,riley,walters,interview,adam,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
ways,interact,else—is,still,right,family,visit,despite,considerations,governors,Right,0.0,0.0,0.0,1.0,3579,Neutral
certain,areas,site,heritage,org,small,data,file,stored,computer,Right,0.3,0.077,0.0,0.923,395,Positive
identify,computer,ip,address,request,heritage,org,servers,log,ip,Right,0.0,0.0,0.0,1.0,3579,Neutral
looking,monthly,exports,china,january,chinese,buyers,point,managed,buy,Right,0.0,0.0,0.0,1.0,3579,Neutral
actions,translate,meaningful,changes,ground,administration,finalized,rules,broaden,ability,Right,0.6,0.161,0.0,0.839,344,Positive
eligibility,threshold,expansion,population,states,legislators,banking,waiver,part,agreement,Right,0.5,0.113,0.0,0.887,336,Positive
human,beings,flourish,join,academic,panel,discuss,ethics,policies,philosophies,Right,0.3,0.081,0.0,0.919,395,Positive
describes,philadelphia,’,decision,terminate,’,foster,contract,unconstitutional,“,Right,0.0,0.0,0.0,1.0,3579,Neutral
practices,”,person,discriminated,simply,identifies,gay,transgender,support,truth,Right,0.6,0.179,0.0,0.821,344,Positive
believe,protecting,unborn,marriage,union,immutability,biological,sex,ironically,report,Right,0.0,0.0,0.0,1.0,3579,Neutral
returned,jobs,unemployment,rate,declining,greszler,research,fellow,heritage,’,Right,-0.4,0.0,0.108,0.892,231,Negative
statement,senate,’,vote,confirm,coney,barrett,supreme,court,serve,Right,0.6,0.13,0.0,0.87,344,Positive
balances,“,justice,barrett,served,distinction,throughout,legal,academic,career,Right,0.6,0.176,0.0,0.824,344,Positive
depth,conversations,sens,marsha,blackburn,ernst,senators,first,two,female,Right,0.0,0.0,0.0,1.0,3579,Neutral
’,vote,confirm,amy,coney,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
featured,personal,depth,conversations,sens,blackburn,joni,ernst,senators,first,Right,0.0,0.0,0.0,1.0,3579,Neutral
confirmation,visit,heritage,’,collection,confirming,supreme,court,justice,nation,Right,0.8,0.233,0.0,0.767,183,Positive
throughout,legal,academic,career,know,bring,rigor,excellence,supreme,court,Right,0.8,0.286,0.0,0.714,183,Positive
professional,personal,life,she,proven,legal,acumen,temperament,character,earn,Right,0.1,0.057,0.0,0.943,139,Positive
national,coronavirus,recovery,commission,launched,move,america,toward,recovery,saving,Right,0.1,0.057,0.0,0.943,139,Positive
studies,richard,f,aster,fellow,yoest,vice,president,institute,family,Right,0.0,0.0,0.0,1.0,3579,Neutral
ron,johnson,rob,portman,reps,foxx,james,comer,background,heritage,Right,-0.6,0.0,0.126,0.874,263,Negative
returned,jobs,unemployment,rate,declining,greszler,research,fellow,heritage,’,Right,-0.4,0.0,0.108,0.892,231,Negative
relationship,awarded,honorary,knighthood,queen,“,united,states,indebted,brent,Right,0.8,0.264,0.0,0.736,183,Positive
iraq,operation,desert,storm,“,scowcroft,served,his,country,distinction,Right,0.0,0.0,0.0,1.0,3579,Neutral
forces,back,iraq,operation,desert,“,gen,scowcroft,served,his,Right,0.0,0.0,0.0,1.0,3579,Neutral
impact,fight,covid,”,said,james,chairman,national,coronavirus,recovery,Right,-0.4,0.0,0.098,0.902,231,Negative
defense,mark,esper,secretary,transportation,chao,esper,served,chief,staff,Right,0.1,0.057,0.0,0.943,139,Positive
russ,vought,serve,director,office,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
health,plans,heritage,foundation,president,james,offered,following,response,“,Right,0.0,0.0,0.0,1.0,3579,Neutral
heritage,foundation,president,kay,james,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
full,effect,heritage,foundation,president,james,offered,following,response,law,Right,0.0,0.0,0.0,1.0,3579,Neutral
response,white,house,issuing,executive,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
agencies,”,heritage,foundation,president,james,heritage,’,john,malcolm,Right,0.0,0.0,0.0,1.0,3579,Neutral
new,mexico,new,york,north,north,dakota,oklahoma,oregon,pennsylvania,Right,0.0,0.0,0.0,1.0,3579,Neutral
alaska,arizona,california,colorado,connecticut,georgia,hawaii,idaho,indiana,iowa,Right,0.0,0.0,0.0,1.0,3579,Neutral
arizona,california,colorado,connecticut,florida,hawaii,idaho,indiana,iowa,kansas,Right,0.0,0.0,0.0,1.0,3579,Neutral
media,inquiries,schedule,interview,contact,taylor,press,coronaviruscommission,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
available,commission,release,final,report,virtual,event,open,public,media,Right,0.0,0.0,0.0,1.0,3579,Neutral
states,lead,ground,”,said,james,chairman,national,coronavirus,recovery,Right,0.0,0.0,0.0,1.0,3579,Neutral
pennsylvania,texas,utah,washington,west,wyoming,yet,united,states,contends,Right,0.4,0.101,0.0,0.899,707,Positive
needless,death,george,floyd,must,,,,,,Right,-0.6,0.0,0.135,0.865,263,Negative
word,trusted,“,heritage,know,hong,kong,wonderful,people,world,Right,0.8,0.228,0.0,0.772,183,Positive
secretary,state,mike,pompeo,announced,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
services,”,heritage,foundation,president,james,chairman,national,coronavirus,recovery,Right,0.0,0.0,0.0,1.0,3579,Neutral
’,competing,priorities,”,said,james,chairman,national,coronavirus,recovery,Right,0.0,0.0,0.0,1.0,3579,Neutral
recovery,first,set,recommendations,released,delivered,nation,’,governors,trump,Right,0.0,0.0,0.0,1.0,3579,Neutral
member,commission,join,executive,director,yoest,vice,president,heritage,foundation,Right,0.3,0.081,0.0,0.919,395,Positive
media,inquiries,schedule,interview,contact,taylor,press,coronaviruscommission,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
livelihoods,commission,held,third,meeting,bringing,together,top,experts,thinkers,Right,0.4,0.134,0.0,0.866,707,Positive
latest,recommendations,questions,participants,former,gov,george,member,commission,join,Right,0.3,0.081,0.0,0.919,395,Positive
movement,moment,”,harding,avid,investor,serves,multiple,private,company,Right,0.3,0.084,0.0,0.916,395,Positive
inc,magazine,wall,street,journal,business,chronicle,numerous,industry,trade,Right,0.0,0.0,0.0,1.0,3579,Neutral
harding,board,trustees,”,said,andel,gaby,chairman,heritage,foundation,Right,0.1,0.051,0.0,0.949,139,Positive
trustees,”,said,barb,andel,chairman,heritage,foundation,board,trustees,Right,0.2,0.102,0.0,0.898,334,Positive
operations,equipment,manufacturing,company,“,pleasure,welcome,friend,price,harding,Right,0.9,0.31,0.0,0.69,51,Positive
board,much,stronger,”,said,james,president,heritage,foundation,“,Right,0.4,0.102,0.0,0.898,707,Positive
seminary,chattanooga,harding,his,wife,two,married,daughters,live,atlanta,Right,0.0,0.0,0.0,1.0,3579,Neutral
allenformer,governor,senator,commonwealth,virginiajohn,ivretired,chairman,ceo,bb,retired,Right,0.0,0.0,0.0,1.0,3579,Neutral
commission,’,initial,meeting,scheduled,additional,videoconferences,month,april,conclusion,Right,0.0,0.0,0.0,1.0,3579,Neutral
scholars,policy,experts,paul,winfree,yoest,serve,commission,’,executive,Right,0.0,0.0,0.0,1.0,3579,Neutral
leaders,”,media,inquiries,contact,taylor,press,coronaviruscommission,commissionerskay,james,Right,0.0,0.0,0.0,1.0,3579,Neutral
state,marylandjoni,eareckson,tadafounder,ceo,friends,international,disability,centerfrances,townsendexecutive,Right,0.5,0.11,0.0,0.89,336,Positive
commission,led,heritage,foundation,president,james,includes,top,experts,thinkers,Right,0.2,0.067,0.0,0.933,334,Positive
management,teams,trying,times,serving,’,secretary,health,human,resources,Right,0.0,0.0,0.0,1.0,3579,Neutral
james,served,numerous,boards,commissions,brings,experience,leading,crisis,management,Right,-0.6,0.0,0.141,0.859,263,Negative
aid,relief,economic,security,cares,,,,,,Right,0.8,0.27,0.0,0.73,183,Positive
countries,graded,americas,region,behind,chile,hong,kong,singapore,traded,Right,0.0,0.0,0.0,1.0,3579,Neutral
approaches,continue,fall,behind,ultimately,people,chance,better,lives,”,Right,0.6,0.176,0.0,0.824,344,Positive
capitalism,free,markets,estonia,lithuania,world,average,freedom,score,highest,Right,0.8,0.238,0.0,0.762,183,Positive
major,policy,victories,including,mexico,agreement,look,forward,working,him,Right,0.5,0.113,0.0,0.887,336,Positive
donald,trump,’,selection,rep,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
luke,coffey,director,heritage,’,center,foreign,policy,responded,friday,Right,0.0,0.0,0.0,1.0,3579,Neutral
policy,recommendations,reform,federal,government,greszler,heritage,foundation,research,fellow,Right,0.0,0.0,0.0,1.0,3579,Neutral
usmca,law,wednesday,heritage,president,james,released,following,statement,usmca,Right,0.0,0.0,0.0,1.0,3579,Neutral
following,statement,wednesday,september,today,memories,lost,new,york,shanksville,Right,-0.3,0.0,0.084,0.916,224,Negative
wednesday,september,today,honor,memories,,,,,,Right,0.5,0.113,0.0,0.887,336,Positive
protection,program,heritage,foundation,president,james,released,following,statement,’,Right,0.0,0.0,0.0,1.0,3579,Neutral
center,national,defense,released,following,,,,,,Right,0.1,0.057,0.0,0.943,139,Positive
national,defense,released,following,comments,senate,armed,services,committee,takes,Right,0.1,0.057,0.0,0.943,139,Positive
regulation,unfairly,targeted,profit,colleges,burke,director,center,education,policy,Right,0.4,0.104,0.0,0.896,707,Positive
abortions,heritage,foundation,research,associate,israel,offered,following,reaction,“,Right,0.0,0.0,0.0,1.0,3579,Neutral
nondiscrimination,provisions,heritage,foundation,’,kao,director,devos,center,religion,Right,0.0,0.0,0.0,1.0,3579,Neutral
removing,section,steel,aluminum,tariffs,mexico,well,subsequent,removal,retaliatory,Right,0.3,0.077,0.0,0.923,395,Positive
states,heritage,foundation,trade,economist,whiting,released,following,statement,trade,Right,0.0,0.0,0.0,1.0,3579,Neutral
costs,americans,heritage,foundation,’,fishpaw,director,domestic,policy,studies,Right,0.0,0.0,0.0,1.0,3579,Neutral
regarding,president,donald,trump,nomination,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
robin,simcox,global,terrorism,expert,thatcher,fellow,heritage,thatcher,center,Right,-0.7,0.0,0.155,0.845,130,Negative
expanding,education,savings,accounts,military,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
