word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,affiliation,compound,pos,neg,neu,frequency,sentiment
two,incumbent,senators,david,perdue,loeffler,trump,’,“,make,Right,0.0,0.0,0.0,1.0,3579,Neutral
susan,rice,deputy,attorney,general,yates,fbi,director,james,comey,Right,0.0,0.0,0.0,1.0,3579,Neutral
joe,biden,national,security,adviser,rice,deputy,attorney,general,sally,Right,0.3,0.088,0.0,0.912,395,Positive
always,know,pitfalls,failures,stick,cage,cover,yellow,feathers,couple,Right,-0.5,0.0,0.107,0.893,235,Negative
strolling,bones,reunion,tour,john,joe,biden,getting,band,back,Right,0.0,0.0,0.0,1.0,3579,Neutral
anything,possible,remember,years,ago,michael,flynn,caught,wiretap,obama,Right,0.0,0.0,0.0,1.0,3579,Neutral
election,mr,trump,handily,beat,rodham,clinton,chavez,program,machines,Right,0.0,0.0,0.0,1.0,3579,Neutral
kraken,”,election,corruption,dressed,arc,astride,white,stallion,gleaming,Right,0.0,0.0,0.0,1.0,3579,Neutral
“,michael,”,—,porn,lawyer,michael,avenatti,—,feted,Right,0.0,0.0,0.0,1.0,3579,Neutral
sidney,powell,fact,paul,revere,modern,day,paul,revere,sounding,Right,0.0,0.0,0.0,1.0,3579,Neutral
government,dossier,literally,paid,democrats,clinton,’,campaign,—,yet,Right,0.0,0.0,0.0,1.0,3579,Neutral
harris,“,squad,”,senators,warren,mass,bernie,sanders,vt,Right,0.0,0.0,0.0,1.0,3579,Neutral
his,short,term,utility,winning,endangered,unsubstantiated,claims,stolen,“,Right,0.1,0.115,0.108,0.777,139,Positive
machines,key,states,clinton,surrogate,stein,would,never,attempt,fashion,Right,0.0,0.0,0.0,1.0,3579,Neutral
–,must,infiltrate,blue,areas,his,missions,think,california,ten,Right,0.0,0.0,0.0,1.0,3579,Neutral
see,submission,cards,question,whether,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
change,america,”,steals,another,election,coming,run,reaffirms,’,Right,-0.5,0.0,0.125,0.875,235,Negative
caused,millions,become,impoverished,pleasure,county,weather,pagans,even,banned,Right,0.2,0.121,0.098,0.782,334,Positive
glowing,luminaries,lemon,eric,swalwell,ilhan,omar,’,brother,brian,Right,0.0,0.0,0.0,1.0,3579,Neutral
people,“,sure,jimmy,’,fine,whatever,”,means,losers,Right,-0.1,0.149,0.124,0.727,110,Negative
like,philadelphia,detroit,milwaukee,pittsburgh,ballots,started,coming,early,morning,Right,0.4,0.091,0.0,0.909,707,Positive
due,covid,’,happen,ohio,generally,considered,two,prominent,bellwether,Right,0.3,0.087,0.0,0.913,395,Positive
thought,states,six,—,pennsylvania,michigan,wisconsin,arizona,nevada,appears,Right,0.0,0.0,0.0,1.0,3579,Neutral
whose,watch,circus,proceeded,refused,request,two,republicans,stiffened,refusal,Right,-0.3,0.0,0.081,0.919,224,Negative
election,pending,full,investigation,state,benson,democrat,secretary,state,whose,Right,0.0,0.0,0.0,1.0,3579,Neutral
attorney,took,mob,new,york,lawyer,sidney,powell,team,trump,Right,0.0,0.0,0.0,1.0,3579,Neutral
arizona,nevada,appears,new,mexico,might,added,mix,following,investigations,Right,0.0,0.0,0.0,1.0,3579,Neutral
coming,his,show,present,evidence,’,discussed,surrounding,computer,election,Right,0.0,0.0,0.0,1.0,3579,Neutral
faith,sermons,fair,game,attack,coney,barrett,religious,views,rev,Right,0.2,0.163,0.099,0.737,334,Positive
somehow,never,strains,bonds,christian,underlines,reporters,religious,people,see,Right,0.2,0.07,0.0,0.93,334,Positive
democratic,candidate,senate,runoff,election,hailed,secular,media,inheritor,martin,Right,0.2,0.071,0.0,0.929,334,Positive
white,baptists,catholics,allegedly,try,god,supporting,donald,trump,black,Right,0.6,0.172,0.0,0.828,344,Positive
fork,hard,earned,money,kaden,’,work,two,jobs,pay,Right,-0.2,0.0,0.109,0.891,158,Negative
back,student,loans,pay,someone,’,”,“,yes,–,Right,0.3,0.112,0.058,0.83,395,Positive
interview,maria,bartiromo,nov,nothing,today,watch,interview,brief,powell,Right,0.0,0.0,0.0,1.0,3579,Neutral
attorney,sidney,powell,lawyer,retired,mike,flynn,conspicuous,casualties,fake,Right,-0.5,0.0,0.11,0.89,235,Negative
states,pennsylvania,wisconsin,michigan,arizona,odd,sure,especially,notes,around,Right,0.0,0.08,0.08,0.839,3579,Neutral
coincidence,joe,biden,ran,behind,clinton,everywhere,except,handful,critical,Right,-0.3,0.0,0.084,0.916,224,Negative
good,précis,argument,emerged,interview,bartiromo,nov,nothing,else,today,Right,0.1,0.099,0.085,0.816,139,Positive
russia,collusion,delusion,witch,hunt,key,player,trump,’,investigation,Right,-0.4,0.0,0.094,0.906,231,Negative
religious,leaders,likening,america,’,israel,“,apartheid,south,africa,Right,0.0,0.0,0.0,1.0,3579,Neutral
warnock,speaks,election,night,event,november,jessica,mcgowan,pool,via,Right,0.0,0.0,0.0,1.0,3579,Neutral
emerge,jeremiah,wright,might,ring,former,pastor,barack,obama,wright,Right,0.0,0.0,0.0,1.0,3579,Neutral
wing,record,his,campaign,persuade,voters,elect,him,hand,democrats,Right,0.5,0.113,0.0,0.887,336,Positive
election,night,event,atlanta,november,mcgowan,pool,via,reuters,democratic,Right,0.0,0.0,0.0,1.0,3579,Neutral
”,warnock,’,republican,opponent,loeffler,’,best,position,criticize,Right,0.4,0.151,0.094,0.755,707,Positive
criticize,conspiracy,theories,welcomed,support,taylor,greene,newly,elected,georgia,Right,-0.2,0.154,0.181,0.665,158,Negative
porte,cochère,driveway,seemingly,enter,taunting,yelling,obscenities,crowd,calling,Right,0.0,0.0,0.0,1.0,3579,Neutral
heard,antifa,’,outside,”,gestured,street,several,floors,antifa,Right,0.0,0.0,0.0,1.0,3579,Neutral
butterflies,decided,wanted,see,young,kindly,lent,electronic,security,key,Right,0.7,0.189,0.0,0.811,177,Positive
catastrophe,”,left,wing,representative,ocasio,cortez,“,anyone,archiving,Right,-0.7,0.0,0.161,0.839,130,Negative
indecent,exposure,”,requires,inter,inclusion,sex,offender,registry,years,Right,-0.4,0.0,0.094,0.906,231,Negative
opposite,claimed,obvious,example,media,amanpour,last,week,claimed,cnn,Right,0.0,0.0,0.0,1.0,3579,Neutral
considered,downfall,admitted,serial,plagiarist,kearns,goodwin,progressivism,’,popular,Right,0.5,0.154,0.0,0.846,336,Positive
unethically,framed,fellow,officer,lt,michael,flynn,true,mussolini,like,Right,0.6,0.181,0.0,0.819,344,Positive
fire,urging,his,audience,subvert,election,law,moving,establishing,temporary,Right,-0.3,0.0,0.088,0.912,224,Negative
confirmed,naïve,balanced,assessment,thought,clinton,becoming,unstable,obama,years,Right,-0.4,0.0,0.091,0.909,231,Negative
advocates,like,washington,post,’,rubin,“,list,”,clintonite,Right,0.4,0.102,0.0,0.898,707,Positive
obama,reelection,campaign,obsession,trump,return,power,regain,influence,reestablish,Right,-0.3,0.0,0.088,0.912,224,Negative
leftists,robert,deniro,lebron,james,obama,could,characterized,bt,at—before,Right,0.0,0.0,0.0,1.0,3579,Neutral
becoming,unstable,obama,years,trump,ended,hiring,two,bit,ex,Right,-0.4,0.0,0.091,0.909,231,Negative
complaints,purported,unfair,treatment,yet,obama,despite,multimillionaire,could,teach,Right,-0.7,0.0,0.195,0.805,130,Negative
culture,enriched,him,office,first,michelle,obama,sought,dispel,suspicions,Right,-0.4,0.0,0.091,0.909,231,Negative
company,something,pfizer,ceo,tried,trump,signed,executive,order,promised,Right,0.4,0.091,0.0,0.909,707,Positive
serfdom,stop,elect,republican,senators,put,temporary,brake,things,lot,Right,-0.3,0.0,0.081,0.919,224,Negative
stock,exchange,new,york,city,drew,angerer,getty,images,pfizer,Right,0.0,0.0,0.0,1.0,3579,Neutral
anglo,saxon,culture,date,back,carta,place,communist,china,communist,Right,0.0,0.0,0.0,1.0,3579,Neutral
shares,day,announcement,pfizer,stock,percent,watchdog,group,calling,securities,Right,0.5,0.155,0.0,0.845,336,Positive
ebola,outbreaks,liberia,guinea,sierra,long,angry,anti,american,leftists,Right,-0.7,0.0,0.189,0.811,130,Negative
abuse,accusations,something,way,garbage,journal,constitution,hilariously,headlined,way,Right,-0.8,0.0,0.213,0.787,84,Negative
dems,use,try,steal,january,senate,run,elections,gop,needs,Right,-0.5,0.0,0.113,0.887,235,Negative
–,case,marxist,tabernacle,choir,loeffler,’,opponent,raphael,warnock,Right,0.0,0.0,0.0,1.0,3579,Neutral
“,slobbering,gop,brute,runs,racist,hate,crime,”,regardless,Right,-0.9,0.0,0.348,0.652,32,Negative
duethe,orchestrated,narrative,course,attempt,president,credit,fulfilling,major,promise,Right,0.6,0.17,0.0,0.83,344,Positive
partnership,pfizer,five,companies,selected,candidate,best,chance,meeting,president,Right,0.7,0.205,0.0,0.795,177,Positive
media,msnbcs,joy,reid,tweeted,“,felt,better,”,pfizer,Right,0.8,0.233,0.0,0.767,183,Positive
ahead,texas,could,right,night,could,swing,states,much,every,Right,0.0,0.0,0.0,1.0,3579,Neutral
less,explicable,regardless,repudiation,botox,show,movement,remains,powerful,might,Right,0.4,0.101,0.0,0.899,707,Positive
axios,reported,refusal,vote,justice,coney,barrett,likely,increased,favorability,Right,0.7,0.186,0.0,0.814,177,Positive
bader,ginsburg,’,death,north,senate,candidate,cal,cunningham,’,Right,-0.6,0.0,0.145,0.855,263,Negative
democrats,’,senate,hopes,lie,dual,runoffs,determine,whether,democrats,Right,0.4,0.104,0.0,0.896,707,Positive
carolina,senate,candidate,cal,cunningham,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
susan,collins,beat,democratic,challenger,gideon,despite,leading,single,public,Right,0.1,0.057,0.0,0.943,139,Positive
schumer,reportedly,regretted,failing,recruit,abrams,run,senate,seat,georgia,Right,-0.7,0.0,0.197,0.803,130,Negative
tillis,unexpectedly,beating,cunningham,maine,collins,beat,democratic,challenger,sara,Right,-0.4,0.053,0.105,0.842,231,Negative
admission,interview,stephen,colbert,published,watch,“,certainly,asked,”,Right,0.3,0.094,0.0,0.906,395,Positive
joe,biden,’,nominee,office,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
saying,future,country,comes,two,senate,runoff,elections,“,make,Right,0.0,0.0,0.0,1.0,3579,Neutral
liberal,reporter,chest,asking,question,clinton,nov,graham,announced,would,Right,0.0,0.0,0.0,1.0,3579,Neutral
give,million,republican,georgia,sens,loeffler,david,perdue,state,candidates,Right,0.0,0.0,0.0,1.0,3579,Neutral
biden,’,nominee,office,management,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
restaurants,nationwide,starting,dec,mcrib,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
inception,nearly,years,ago,”,gosen,vice,president,menu,innovation,Right,0.4,0.098,0.0,0.902,707,Positive
’,season,’,taking,internet,’,year,’,proud,serve,Right,0.5,0.129,0.0,0.871,336,Positive
mcrib,nationwide,everyone,enjoy,”,continued,effort,attract,attention,upcoming,Right,0.7,0.199,0.0,0.801,177,Positive
fur,shapka,diplomatic,event,paris,psaki,spokeswoman,state,department,time,Right,0.0,0.0,0.0,1.0,3579,Neutral
press,secretary,meeting,russian,officials,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
she,accompanied,sec,state,john,state,department,posted,photo,psaki,Right,0.0,0.0,0.0,1.0,3579,Neutral
russian,foreign,minister,sergey,lavrov,zakharova,spokeswoman,ministry,gifted,psaki,Right,0.0,0.0,0.0,1.0,3579,Neutral
psaki,spokeswoman,state,department,time,accompanied,sec,state,john,kerry,Right,0.0,0.0,0.0,1.0,3579,Neutral
reports,news,younger,camilleri,big,violent,horror,movies,texas,chainsaw,Right,-0.8,0.0,0.241,0.759,84,Negative
dollars,medium,perform,exorcism,daughter,aged,time,according,news,jessica,Right,0.0,0.0,0.0,1.0,3579,Neutral
prosecutors,told,sydney,court,week,camilleri,paid,australian,dollars,medium,Right,0.0,0.0,0.0,1.0,3579,Neutral
suspected,possessed,demon,prosecutors,told,court,week,rita,camilleri,paid,Right,-0.2,0.0,0.071,0.929,158,Negative
sydney,court,week,rita,camilleri,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
ties,vienna,gunman,tried,join,tr0112wir,aktuell,hinweise,fortdauernde,gefahr,Right,0.3,0.081,0.0,0.919,395,Positive
foxnashville,trier,co,jk4dvqa8ve,—,small,fox17,sarasmalltv,december,police,Right,0.0,0.0,0.0,1.0,3579,Neutral
others,injured,car,plowed,crowd,german,city,trier,police,say,Right,-0.4,0.0,0.097,0.903,231,Negative
centre,horrible,trainer,lying,ground,belongs,dead,”,continued,noting,Right,-0.9,0.0,0.337,0.663,32,Negative
vote,case,regarding,gun,ownership,,,,,,Right,-0.3,0.0,0.088,0.912,224,Negative
law,violated,second,amendment,right,firearm,court,dismissed,claim,sending,Right,-0.5,0.0,0.12,0.88,235,Negative
convicted,felons,permitted,possess,firearms,folajtar,asked,court,decide,whether,Right,0.0,0.0,0.0,1.0,3579,Neutral
carries,prison,sentence,three,years,instead,sentenced,three,years,’,Right,-0.5,0.047,0.159,0.794,235,Negative
whether,congress,prohibit,individuals,like,convicted,tax,fraud,legally,owning,Right,-0.2,0.127,0.124,0.749,158,Negative
remaining,two,air,runoff,elections,republicans,favored,races,however,,Right,0.4,0.101,0.0,0.899,707,Positive
tony,blinken,secretary,state,diplomat,thomas,greenfield,ambassador,united,nations,Right,0.4,0.101,0.0,0.899,707,Positive
transportation,secretary,associated,press,reported,emanuel,divisive,figure,inside,democratic,Right,0.0,0.0,0.0,1.0,3579,Neutral
mcdonald,’,life,mattered,”,added,referencing,police,shooting,occurred,Right,0.0,0.0,0.0,1.0,3579,Neutral
“,last,word,”,march,emanuel,joining,biden,’,coronavirus,Right,0.0,0.0,0.0,1.0,3579,Neutral
sanders,vp,adviser,spox,•,etienne,vp,comms,—,sahil,Right,0.0,0.0,0.0,1.0,3579,Neutral
secretly,helping,biden,’,speeches,mcquade,msnbc,nbc,newsnow,former,Right,0.3,0.084,0.0,0.916,395,Positive
current,political,analyst,network,karine,pierre,msnbc,nbc,newsan,activist,Right,0.0,0.0,0.0,1.0,3579,Neutral
feeble,ineffectual,even,pathetic,”,psaki,cnnalthough,many,biden,’,Right,-0.8,0.0,0.278,0.722,84,Negative
him,current,political,analyst,network,jean,pierre,msnbc,nbc,newsan,Right,0.0,0.0,0.0,1.0,3579,Neutral
announces,female,communications,team,•,bedingfield,communications,director,•,pili,Right,0.0,0.0,0.0,1.0,3579,Neutral
prosecutor,michigan,’,eastern,district,stepped,trump,dismissed,multiple,attorneys,Right,0.0,0.0,0.0,1.0,3579,Neutral
contributor,federalist,spoke,daily,caller,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
federalist,spoke,daily,caller,’,renck,growing,trend,asian,americans,Right,0.2,0.066,0.0,0.934,334,Positive
’,concerning,’,congresswoman,elect,herrell,discusses,biden,’,energy,Right,0.3,0.087,0.0,0.913,395,Positive
biden,around,long,time,”,said,“,’,concerned,bidens,Right,0.0,0.0,0.0,1.0,3579,Neutral
york,gov,andrew,cuomo,’,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
interview,daily,caller,dean,noted,mixed,feelings,rules,she,vulnerable,Right,-0.2,0.0,0.071,0.929,158,Negative
president,elect,kamala,harris,said,she,believed,department,justice,doj,Right,0.5,0.12,0.0,0.88,336,Positive
mueller,’,probe,house,speaker,pelosi,described,trump,’,pardon,Right,0.3,0.091,0.0,0.909,395,Positive
elect,kamala,harris,said,june,believed,department,justice,doj,“,Right,0.5,0.124,0.0,0.876,336,Positive
late,monday,afternoon,explaining,situation,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
deshaun,watson,passing,game,’,rest,season,first,week,next,Right,0.0,0.0,0.0,1.0,3579,Neutral
sorry,’,simply,wrong,’,jay,cutler,done,since,leaving,Right,-0.5,0.0,0.167,0.833,235,Negative
fired,cutler,’,ex,wife,cavallari,season,two,“,cavallari,Right,-0.6,0.0,0.135,0.865,263,Negative
former,chicago,bears,quarterback,cutler,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
”,james,taylor,bob,dylan,streisand,stevie,wonder,diana,ross,Right,0.0,0.0,0.0,1.0,3579,Neutral
dylan,barbara,streisand,stevie,wonder,ross,gloria,estefan,received,presidential,Right,0.0,0.0,0.0,1.0,3579,Neutral
show,stephen,colbert,”,giving,parton,presidential,medal,freedom,colbert,Right,0.9,0.306,0.0,0.694,51,Positive
streisand,stevie,wonder,diana,ross,estefan,received,presidential,medal,freedom,Right,0.8,0.233,0.0,0.767,183,Positive
screw,’,surprised,think,assumed,already,got,incorrect,’,surprised,Right,0.3,0.145,0.053,0.802,395,Positive
usambnato,november,online,briefing,ambassador,bailey,hutchinson,asked,policies,implemented,Right,0.0,0.0,0.0,1.0,3579,Neutral
fda,commissioner,stephen,hahn,drs,birx,anthony,fauci,took,part,Right,0.0,0.0,0.0,1.0,3579,Neutral
human,services,seretary,alex,azar,gustave,perna,fda,commissioner,stephen,Right,0.0,0.0,0.0,1.0,3579,Neutral
applied,november,hahn,meeting,meadows,morning,white,house,defend,fda,Right,0.0,0.0,0.0,1.0,3579,Neutral
groups,local,autonomous,blm,chapters,movement,’,work,former,blm,Right,0.0,0.0,0.0,1.0,3579,Neutral
daily,caller,news,foundation,reported,blm,global,network,spent,million,Right,0.0,0.0,0.0,1.0,3579,Neutral
”,another,blm,co,founder,tometi,told,new,yorker,early,Right,0.0,0.0,0.0,1.0,3579,Neutral
prior,disappearance,mayor,piatra,neamt,carabelea,said,reason,panic,structure,Right,-0.5,0.0,0.117,0.883,235,Negative
according,report,however,structure,disappeared,according,reuters,“,metre,9ft,Right,-0.2,0.0,0.073,0.927,158,Negative
conference,campaigned,state,well,south,tim,scott,former,gov,nikki,Right,0.3,0.077,0.0,0.923,395,Positive
cotton,visited,georgia,recent,weeks,rick,scott,set,lead,national,Right,0.0,0.0,0.0,1.0,3579,Neutral
trial,run,several,possible,candidates,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
tim,scott,former,gov,nikki,two,possible,presidential,candidates,vocally,Right,0.0,0.0,0.0,1.0,3579,Neutral
supported,georgia,sens,david,perdue,loeffler,though,made,person,visits,Right,0.3,0.084,0.0,0.916,395,Positive
carolina,tim,scott,former,gov,haley,two,possible,presidential,candidates,Right,0.0,0.0,0.0,1.0,3579,Neutral
york,post,star,musician,streamed,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
billion,streams,related,david,hookstead,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
country,single,people,looking,love,georgia,denver,colorado,came,second,Right,0.6,0.144,0.0,0.856,344,Positive
single,people,looking,love,atlanta,denver,colorado,came,second,third,Right,0.6,0.144,0.0,0.856,344,Positive
madison,came,number,might,known,two,time,madison,say,agree,Right,0.4,0.137,0.0,0.863,707,Positive
put,his,square,foot,estate,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
reveal,video,years,history,tradition,lead,army,navy,uniform,beatarmy,Right,0.0,0.0,0.0,1.0,3579,Neutral
awesome,’,pure,america,related,,,,,,Right,0.6,0.146,0.0,0.854,344,Positive
contentions,potential,detriment,gop,candidates,republican,georgia,sens,david,perdue,Right,0.0,0.0,0.0,1.0,3579,Neutral
republican,georgia,sens,david,perdue,loeffler,democratic,challengers,jon,ossoff,Right,0.1,0.053,0.0,0.947,139,Positive
rivera,told,fox,news,anchor,maccallum,monday,night,’,“,Right,0.0,0.0,0.0,1.0,3579,Neutral
asked,republican,national,committee,chairwoman,mcdaniel,weekend,whether,election,“,Right,0.0,0.0,0.0,1.0,3579,Neutral
picture,quality,decent,size,built,system,voice,control,tv,deal,Right,0.0,0.0,0.0,1.0,3579,Neutral
sales,’,much,better,samsung,uhd,5o,inch,4k,tv,Right,0.4,0.108,0.0,0.892,707,Positive
inch,wild,card,action,figures,club,heart,spade,several,corresponding,Right,0.0,0.0,0.0,1.0,3579,Neutral
’,imagination,run,wild,endless,combinations,product,recommended,girls,ages,Right,0.2,0.07,0.0,0.93,334,Positive
included,product,suitable,110lbs,parents,know,toy,weighs,20lbs,fit,Right,0.4,0.091,0.0,0.909,707,Positive
loves,get,glammed,makeup,dresses,’,adore,first,make,kit,Right,0.8,0.241,0.0,0.759,183,Positive
magnetic,block,set,clicking,little,loves,creating,gift,huge,hit,Right,0.8,0.312,0.084,0.605,183,Positive
ceramic,bowls,increased,organization,made,wood,charcuterie,board,comes,high,Right,0.3,0.077,0.0,0.923,395,Positive
water,bring,mat,travels,adjustable,strap,get,product,exercise,lover,Right,0.6,0.132,0.0,0.868,344,Positive
made,ultra,clear,lead,free,sophisticated,set,sure,make,perfect,Right,0.9,0.425,0.0,0.575,51,Positive
saw,paracord,bracelet,tactical,knife,fire,starter,water,bottle,clip,Right,-0.3,0.0,0.088,0.912,224,Negative
joe,biden,sounds,like,real,,,,,,Right,0.4,0.091,0.0,0.909,707,Positive
real,snoozer,right,well,turns,,,,,,Right,0.3,0.077,0.0,0.923,395,Positive
’,letting,everyone,know,joe,clinton,talking,read,more…,,Right,0.0,0.0,0.0,1.0,3579,Neutral
visit,flame,’,lively,facebook,review,p,immediately,describes,flame,Right,0.4,0.112,0.0,0.888,707,Positive
theatre,troupe,extraordinary,case,laila,bertheussen,member,right,wing,anti,Right,-0.3,0.0,0.084,0.916,224,Negative
norway,’,conservative,prime,minister,solberg,herself,accused,trying,curb,Right,-0.3,0.0,0.084,0.916,224,Negative
racist,theatre,troupe,extraordinary,case,anita,bertheussen,member,right,wing,Right,-0.6,0.0,0.138,0.862,263,Negative
sympathises,behind,acts,”,prosecutor,formo,argued,scandal,prompted,bertheussen,Right,-0.7,0.0,0.19,0.81,130,Negative
black,box,theatre,group,blame,first,day,trial,oslo,court,Right,-0.3,0.0,0.088,0.912,224,Negative
curb,freedom,expression,time,vandalism,blamed,theatre,troupe,contributing,tougher,Right,0.4,0.184,0.097,0.719,707,Positive
conservative,prime,minister,erna,solberg,accused,trying,curb,freedom,expression,Right,0.5,0.138,0.072,0.789,336,Positive
profile,she,pinned,laudatory,email,hill,top,twitter,feed,profile,Right,0.2,0.067,0.0,0.933,334,Positive
website,march,metoostem,board,member,greider,nobel,prize–winning,biologist,wrote,Right,0.0,0.0,0.0,1.0,3579,Neutral
maine,orono,climate,scientist,jacquelyn,among,many,posted,stinging,comments,Right,0.0,0.0,0.0,1.0,3579,Neutral
university,maine,orono,climate,scientist,gill,among,many,posted,stinging,Right,0.0,0.0,0.0,1.0,3579,Neutral
mclaughlin,provided,statement,via,lawyer,,,,,,Right,0.0,0.0,0.0,1.0,3579,Neutral
friday,memorializing,sciencing,including,“,fierce,protector,people,”,“,Right,0.0,0.0,0.0,1.0,3579,Neutral
professor,mclaughlin,announced,july,alepo,supposedly,behind,sciencing,account,died,Right,-0.6,0.0,0.126,0.874,263,Negative
tree,nooses,riverside,park,saturday,mcso,officials,said,news,release,Right,0.0,0.0,0.0,1.0,3579,Neutral
hampton,surrenders,policemore,police,taco,manager,trashes,restaurant,called,back,Right,0.0,0.0,0.0,1.0,3579,Neutral
need,help,law,enforcement,said,normandin,regional,director,anti,defamation,Right,0.1,0.093,0.079,0.828,139,Positive
way,temple,kol,executive,director,friendman,told,police,samitt,employee,Right,0.0,0.0,0.0,1.0,3579,Neutral
crime,seriously,assistant,executive,director,budaj,said,fortunate,partnership,west,Right,-0.3,0.093,0.167,0.74,224,Negative
hearing,expected,appear,preliminary,examination,samit,reported,attacked,stabbed,abdomen,Right,-0.7,0.0,0.197,0.803,130,Negative
arrested,dec,arraigned,day,magistrate,nelson,klein,48th,district,court,Right,-0.5,0.0,0.11,0.89,235,Negative
street,confirmed,assault,took,place,serious,condition,stabbing,detroitmore,women,Right,-0.6,0.0,0.175,0.825,263,Negative
documents,photos,found,family,said,bernstein,family,appreciate,detailed,investigative,Right,0.4,0.097,0.0,0.903,707,Positive
rights,charges,alleged,hate,crime,madison,althea,bernstein,says,four,Right,-0.9,0.0,0.288,0.712,32,Negative
safety,first,contact,news,writer,llanos,hernandez,jackie,llanoshernandez,richmond,Right,0.4,0.101,0.0,0.899,707,Positive
said,ronn,blitzer,john,roberts,singman,contributed,report,sponsored,would,Right,0.0,0.0,0.0,1.0,3579,Neutral
burisma,’,“,exec,”,post,never,revealed,meeting,mentioned,Right,0.0,0.0,0.0,1.0,3579,Neutral
time,together,’,realty,sic,pleasure,”,mail,reads,according,Right,0.6,0.139,0.0,0.861,344,Positive
expose,poor,conditions,nike,factories,author,michael,shellenberger,maranhão,brazil,Right,-0.6,0.0,0.164,0.836,263,Negative
rich,nations,declining,britain,germany,since,mid,1970snetherlands,became,rich,Right,0.8,0.231,0.0,0.769,183,Positive
invasions,helped,expose,poor,conditions,factories,asia,author,michael,shellenberger,Right,-0.6,0.0,0.164,0.836,263,Negative
sensitive,teenage,daughter,talked,science,reassured,friends,deeply,misinformed,thus,Right,0.4,0.183,0.091,0.726,707,Positive
mears,jake,gibson,contributed,report,singman,politics,reporter,fox,news,Right,0.0,0.0,0.0,1.0,3579,Neutral
essentially,order,telling,government,official,certain,duty,—,directing,district,Right,0.3,0.08,0.0,0.92,395,Positive
bill,barr,ultimately,decided,pursue,singman,follow,twitter,brookesingman,sponsored,Right,0.0,0.0,0.0,1.0,3579,Neutral
accepted,offer,supposed,russian,dirt,clinton,pointed,candidate,trump,saying,Right,-0.1,0.074,0.084,0.842,110,Negative
russia,probe,fox,news,contributor,boothe,former,democrat,party,chair,Right,0.4,0.097,0.0,0.903,707,Positive
campaign,”,former,attorney,general,lynch,said,she,“,recall,Right,0.0,0.0,0.0,1.0,3579,Neutral
”,former,ambassador,united,nations,power,according,transcript,interview,asked,Right,0.4,0.104,0.0,0.896,707,Positive
”,videoobama,national,security,adviser,rice,asked,question,“,best,Right,0.8,0.231,0.0,0.769,183,Positive
came,intelligence,community,”,asked,said,“,”,videoobama,national,Right,0.5,0.124,0.0,0.876,336,Positive
she,wanted,“,go,somewhere,”,“,pulled,away,got,Right,0.0,0.0,0.0,1.0,3579,Neutral
woman,heard,clip,late,mother,altimus,cnn,waited,saturday,afternoon,Right,0.0,0.0,0.0,1.0,3579,Neutral
month,biden,deputy,campaign,manager,bedingfield,said,“,clear,claim,Right,0.4,0.098,0.0,0.902,707,Positive
month,ago,progressive,podcast,host,halper,since,biden,done,nearly,Right,0.0,0.0,0.0,1.0,3579,Neutral
claims,sexually,assaulted,herbiden,accuser,reade,‘,lost,total,respect,Right,-0.4,0.101,0.185,0.714,231,Negative
sexual,assault,early,1990s,says,’,disappointed,cnn,anchor,anderson,Right,-0.8,0.0,0.231,0.769,84,Negative
asking,former,vp,assault,claimthe,accused,joe,biden,sexual,assault,Right,-0.9,0.0,0.299,0.701,32,Negative
his,body,suddenly,great,earthquake,lord,descended,heaven,came,rolled,Right,0.8,0.236,0.0,0.764,183,Positive
”,let,us,remember,him,james,thompson,christian,author,political,Right,0.0,0.0,0.0,1.0,3579,Neutral
sunset,early,sunday,morning,mary,women,disciples,arrived,tomb,see,Right,0.0,0.0,0.0,1.0,3579,Neutral
started,sunset,early,sunday,morning,magdalene,women,disciples,arrived,tomb,Right,0.0,0.0,0.0,1.0,3579,Neutral
heard,mary,stood,sepulcher,weeping,wept,she,stooped,looked,sepulcher,Right,-0.7,0.0,0.197,0.803,130,Negative
recognizing,his,voice,she,turned,said,him,“,rabboni,”,Right,0.0,0.0,0.0,1.0,3579,Neutral
feet,body,jesus,said,“,weeping,”,she,said,“,Right,-0.4,0.0,0.116,0.884,231,Negative
resistance,president,donald,trump,make,clear,democrats,’,brazen,gambit,Right,0.4,0.098,0.0,0.902,707,Positive
’,gamesfor,democrats,politics,trumps,republicans,must,response,case,brett,Right,0.0,0.0,0.0,1.0,3579,Neutral
