word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,affiliation,compound,pos,neg,neu,frequency,sentiment
early,pre,processing,ballots,arizona,florida,north,carolina,ohio,many,votes,may,Left,0.0,0.0,0.0,1.0,3153,Neutral
continued,hear,democrats,saying,rhetoric,remember,clinton,last,presidential,candidate,she,say,Left,0.0,0.0,0.0,1.0,3153,Neutral
counted,bannon,claimed,new,york,city,presidential,primary,percent,absentee,ballots,brooklyn,Left,-0.3,0.0,0.068,0.932,291,Negative
october,forum,hosted,young,republican,federation,elites,traumatized,go,stand,line,vote,Left,-0.4,0.0,0.085,0.915,260,Negative
widespread,voter,fraud,claims,true,said,weiser,directs,democracy,program,brennan,center,Left,-0.2,0.081,0.11,0.809,240,Negative
remember,hillary,clinton,last,presidential,candidate,say,circumstances—no,circumstances—is,joe,biden,concede…,Left,0.0,0.0,0.0,1.0,3153,Neutral
presidential,election,look,georgiaby,kassie,bracken,eaton,sept,www,nytimes,us,elections,Left,0.0,0.0,0.0,1.0,3153,Neutral
warnings,dont,get,scrubbed,voter,rolls,barrett,lights,trump,’,election,theft,Left,-0.3,0.0,0.073,0.927,291,Negative
swung,election,david,g,savage,july,smith,nov,www,hcn,org,articles,Left,-0.5,0.0,0.097,0.903,285,Negative
push,social,justice,initiatives,f,members,falcons,working,local,high,school,students,Left,0.5,0.108,0.0,0.892,568,Positive
executive,director,vote,nonpartisan,group,north,levin,oct,www,nytimes,us,student,Left,0.0,0.0,0.0,1.0,3153,Neutral
best,case,scenariopat,beall,usa,today,felke,jackie,hajdenberg,elizabeth,mulvey,aseem,Left,0.6,0.127,0.0,0.873,517,Positive
mail,ballots,prejudice,another,defeat,trumpby,viebeck,november,www,washingtonpost,politics,pennsylvania,Left,-0.7,0.0,0.184,0.816,149,Negative
usa,today,catharina,felke,jackie,hajdenberg,mulvey,aseem,shukla,columbia,journalism,investigationsoct,Left,0.0,0.0,0.0,1.0,3153,Neutral
archives,americas,rigged,scanners,trump,steal,nation,final,election,warnings,’,get,Left,-0.8,0.0,0.233,0.767,120,Negative
results,pdf,sos,tell,counties,audit,favoritonovember,2020results,detailed,turnout,data,shows,Left,0.0,0.0,0.0,1.0,3153,Neutral
trial,century,many,heroes,cinematic,real,audit,compromised,arlo,software,elise,viebeck,Left,0.5,0.102,0.0,0.898,568,Positive
court,rules,electoral,college,representatives,must,choice,state,’,votersby,david,g,Left,0.0,0.0,0.0,1.0,3153,Neutral
scenariopat,beall,usa,today,catharina,felke,hajdenberg,elizabeth,mulvey,aseem,shukla,columbia,Left,0.0,0.0,0.0,1.0,3153,Neutral
elections,divisionmemorandum,county,clerks,registrars,votersfrom,lean,chief,elections,divisionre,general,election,Left,0.0,0.0,0.0,1.0,3153,Neutral
coup,study,went,wrong,florida,recountby,mcalevey,jacobin,october,readersupportednews,org,opinion2,Left,-0.5,0.0,0.097,0.903,285,Negative
suppression,affect,presidential,election,look,georgiaby,bracken,alexandra,eaton,sept,www,nytimes,Left,0.0,0.0,0.0,1.0,3153,Neutral
’,explain,’,need,”,said,fellman,executive,director,vote,nonpartisan,group,Left,0.0,0.0,0.0,1.0,3153,Neutral
rangappa,david,shimer,september,glorious,wife,helped,latest,campaign,video,whatever,polls,Left,0.6,0.127,0.0,0.873,517,Positive
fails,agrees,certify,vote,totals,deadlineby,ruble,tom,hamburger,november,www,democracynow,Left,-0.2,0.055,0.086,0.859,240,Negative
jmq7rjixue,gotv,createtheoutcome,vote,twitter,5k7dhjkwfo—,patinkin,patinkinmandy,october,ballot,requests,invalidated,Left,0.0,0.0,0.0,1.0,3153,Neutral
boosts,joe,biden,’,margin,victoryby,papenfuss,www,huffpost,entry,joe,biden,Left,0.3,0.076,0.0,0.924,461,Positive
mail,ballots,moving,quickly,post,officeby,redden,www,nytimes,us,politics,prepared,Left,0.2,0.061,0.0,0.939,347,Positive
politics,wisconsin,primary,election,html,yvette,brown,palast,fund,presents,save,vote,Left,0.5,0.099,0.0,0.901,568,Positive
americans,right,vote,systematically,violated,generationsby,lakhani,guardian,uk,october,readersupportednews,org,Left,-0.5,0.0,0.105,0.895,285,Negative
workers,dropped,covid,millennials,stepping,replace,chason,rebecca,tan,michael,brice,saddler,Left,0.0,0.0,0.0,1.0,3153,Neutral
carriers,free,press,editors,note,ballots,smith,oct,www,wsj,articles,postal,Left,0.5,0.102,0.0,0.898,568,Positive
youto,put,voting,machine,letter,checkmark,r,writing,kind,please,request,new,Left,0.7,0.174,0.0,0.826,361,Positive
democratic,strongholds,reid,epstein,nick,corasaniti,saul,oct,new,york,times,judge,Left,0.2,0.065,0.0,0.935,347,Positive
remains,difficult,many,tribal,communities,october,ferriss,senior,reporter,publicintegrity,org,politics,Left,-0.4,0.0,0.079,0.921,260,Negative
said,lawyers,committee,civil,rights,law,october,www,commondreams,org,news,virginia,Left,0.0,0.0,0.0,1.0,3153,Neutral
harvey,wasserman,reader,supported,news,october,online,registration,portal,left,unworkable—just,hours,Left,0.3,0.073,0.0,0.927,461,Positive
wisconsin,politics,wisconsin,primary,election,html,nicole,brown,palast,fund,presents,save,Left,0.5,0.099,0.0,0.901,568,Positive
boosts,joe,biden,’,margin,victoryby,papenfuss,,,,,,Left,0.3,0.076,0.0,0.924,461,Positive
biden,46th,president,united,states,perhaps,’,christmas,wish,true,—,she,Left,0.8,0.249,0.0,0.751,510,Positive
delivered,pennsylvania,avenue,footer,brought,west,melania,world,large,ugly,reminder,infamous,Left,-0.5,0.0,0.102,0.898,285,Negative
melania,’,christmas,wish,true,—,finally,divorce,husband,melania,realising,she,Left,0.7,0.175,0.0,0.825,361,Positive
taking,his,advice,even,fbi,longtime,attorney,general,william,barr,suspicion,interview,Left,-0.4,0.0,0.082,0.918,260,Negative
maybe,’,involved,”,next,aunt,she,rig,election,crazy,punk,ass,Left,-0.8,0.0,0.228,0.772,120,Negative
suspicion,interview,trump,pitched,his,theory,bartiromo,fbi,department,justice,stepped,investigate,Left,0.2,0.1,0.076,0.824,347,Positive
’,involved,”,next,aunt,mable,rig,election,crazy,punk,ass,bitch,Left,-0.9,0.0,0.318,0.682,62,Negative
move,runoff,held,january,5th,two,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
georgia,’,happy,two,republican,candidates,loeffler,david,perdue,word,street,crowd,Left,0.6,0.117,0.0,0.883,517,Positive
kraken,evidence,”,“,blow,”,“,biblical,”,lawsuit,’,she,Left,-0.2,0.0,0.076,0.924,240,Negative
lawyer,blaming,dead,election,results,well,’,fired,president,lawyers,good,job,Left,-0.8,0.125,0.277,0.599,120,Negative
“,protecting,place,forever,”,said,demientieff,executive,director,gwich,’,steering,Left,0.0,0.0,0.0,1.0,3153,Neutral
republicans,keep,control,senate,determined,two,runoffs,still,gop,defections,could,enough,Left,-0.0,0.073,0.076,0.851,3153,Neutral
dozens,regulatory,changes,joe,biden,inaugurated,rules,range,long,simmering,administration,priorities,Left,0.0,0.0,0.0,1.0,3153,Neutral
deadly,essential,workers,slaughterhouses,”,said,martinez,co,executive,director,national,council,Left,0.0,0.0,0.0,1.0,3153,Neutral
next,guys,’,hands,”,said,dudley,led,office,information,regulatory,affairs,Left,0.0,0.0,0.0,1.0,3153,Neutral
’,soon,say,trump,administration,’,stack,predecessors,final,weeks,solidifying,conservative,Left,0.0,0.0,0.0,1.0,3153,Neutral
tanden,biden,monday,said,would,nominate,rouse,african,american,labor,economist,princeton,Left,0.0,0.0,0.0,1.0,3153,Neutral
elected,president,vice,president,”,said,brazile,donna,lease,braziledonna,brazile,emotional,Left,0.2,0.054,0.0,0.946,347,Positive
particularly,choice,ron,klain,chief,staff,yellen,janet,louise,yellenthe,memo,tension,Left,-0.3,0.0,0.073,0.927,291,Negative
board,five,women,nine,people,color,thomas,greenfield,biden,’,pick,represent,Left,0.0,0.0,0.0,1.0,3153,Neutral
klain,chief,staff,janet,yellen,janet,yellenthe,memo,tension,builds,around,key,Left,-0.3,0.0,0.073,0.927,291,Negative
noted,portion,biden,’,selections,rolled,expected,see,diversity,including,terms,age,Left,0.0,0.0,0.0,1.0,3153,Neutral
female,director,national,intelligence,nominated,black,serve,ambassador,united,nations,first,latino,Left,0.7,0.174,0.0,0.826,361,Positive
neera,tanden,director,office,management,budget,rouse,lead,council,economic,advisers,transition,Left,0.0,0.0,0.0,1.0,3153,Neutral
two,day,federal,open,market,committee,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
officials,already,underway,incoming,president,said,shortly,cbs,news,confirmed,former,vice,Left,0.0,0.0,0.0,1.0,3153,Neutral
’,mind,trump,appointed,head,agency,murphy,holding,presidential,transition,process,although,Left,0.0,0.0,0.0,1.0,3153,Neutral
change,his,promise,embrace,alliances,including,pacific,region,follows,deterioration,bilateral,ties,Left,0.6,0.141,0.0,0.859,517,Positive
democratic,presidential,nomination,senators,bernie,sanders,warren,consideration,cabinet,appointments,saying,needed,Left,0.0,0.0,0.0,1.0,3153,Neutral
govern,razor,thin,margin,two,runoffs,jan,determine,party,senate,majority,democrats,Left,0.4,0.085,0.0,0.915,747,Positive
vice,president,signaled,intended,taking,office,steer,united,states,away,unilateralist,nationalism,Left,0.4,0.088,0.0,0.912,747,Positive
ready,lead,”,global,stage,turning,republican,president,donald,trump,’,“,Left,0.4,0.088,0.0,0.912,747,Positive
lead,”,global,stage,turning,page,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
voting,systems,linked,late,hugo,chávez,forgot,add,original,code,dominion,vote,Left,0.3,0.073,0.0,0.927,461,Positive
travel,chinacanada,public,health,service,www,public,health,services,diseases,novel,coronavirus,Left,0.3,0.073,0.0,0.927,461,Positive
important,information,coronavirus,editorial,staff,front,live,providing,following,vetted,links,please,Left,0.5,0.128,0.0,0.872,568,Positive
capacity,limited,cases,undercounted,spring,march,may,june,july,aug,sept,oct,Left,-0.2,0.0,0.061,0.939,240,Negative
cases,undercounted,spring,march,april,may,july,aug,sept,oct,nov,march,Left,0.0,0.0,0.0,1.0,3153,Neutral
mo,ky,tenn,okla,ariz,ark,texas,alaska,fla,hawaii,october,august,Left,0.0,0.0,0.0,1.0,3153,Neutral
republican,lunches,amid,covid,surge,north,—,still,purple,grabs,r,bill,Left,0.0,0.0,0.0,1.0,3153,Neutral
saturday,going,self,quarantine,exposed,individual,previous,day,subsequently,tested,positive,coronavirus,Left,0.5,0.109,0.04,0.851,568,Positive
getting,multiple,negative,results,test,took,came,back,positive,friday,morning,“,Left,-0.0,0.105,0.108,0.787,3153,Neutral
president,obama,native,american,affairs,speak,young,founder,protect,sacred,says,navajo,Left,0.4,0.082,0.0,0.918,747,Positive
lot,death,lot,hospitalizations,”,says,archambault,citizen,standing,rock,sioux,tribe,Left,-0.6,0.0,0.122,0.878,242,Negative
says,jodi,archambault,citizen,standing,rock,tribe,former,special,assistant,president,obama,Left,0.4,0.085,0.0,0.915,747,Positive
puerto,rican,superstar,music,platform,’,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
knives,nazi,symbols,early,morning,raids,banning,far,right,extremist,group,called,Left,0.0,0.0,0.0,1.0,3153,Neutral
fall,years,row,everyone,dismisses,us,little,border,town,media,show,images,Left,0.0,0.0,0.0,1.0,3153,Neutral
his,city,seen,crime,fall,years,everyone,dismisses,us,dusty,little,border,Left,-0.5,0.0,0.108,0.892,285,Negative
border,cities,lower,violent,crime,rate,falls,south,dakota,midwestern,city,rate,Left,-0.9,0.0,0.262,0.738,62,Negative
political,agreement,dissenting,11th,circuit,judge,martin,quoting,american,psychological,association,said,Left,0.5,0.099,0.0,0.901,568,Positive
shurka,his,boyfriend,move,new,apartment,new,york,city,speak,shurka,’,Left,0.0,0.0,0.0,1.0,3153,Neutral
participate,condone,conversion,therapy,call,something,allow,lgbtq,people,live,thrive,happy,Left,0.7,0.167,0.0,0.833,361,Positive
bans,juvenile,gay,conversion,therapy,south,majority,votes,decision,came,two,trump,Left,0.0,0.0,0.0,1.0,3153,Neutral
sexual,orientation,gender,identity,desire,live,doctrines,church,jesus,christ,latter,day,Left,0.4,0.085,0.0,0.915,747,Positive
husband,conversion,therapy,organization,called,north,took,him,away,retreat,“,claim,Left,0.2,0.06,0.0,0.94,347,Positive
“,journey,manhood,”,outside,charlottesville,“,crazy,everyone,intention,overcoming,sex,Left,-0.3,0.0,0.085,0.915,291,Negative
campsite,mom,overbearing,middle,three,boys,would,tell,put,us,backyard,tell,Left,0.0,0.0,0.0,1.0,3153,Neutral
away,back,patriarchal,home,mother,strong,she,got,vocal,time,went,mother,Left,0.5,0.102,0.0,0.898,568,Positive
stern,decision,”,advertisementthe,final,vote,’,immediately,released,vote,whether,discuss,Left,0.0,0.0,0.0,1.0,3153,Neutral
iran,ap,—,iran,’,parliament,approved,bill,would,suspend,inspections,nuclear,Left,0.1,0.09,0.074,0.836,225,Positive
potential,payments,blocked,claims,approved,according,page,deputy,secretary,state,labor,workforce,Left,0.2,0.085,0.064,0.851,347,Positive
payments,blocked,claims,approved,according,crystal,deputy,secretary,state,labor,workforce,development,Left,0.2,0.085,0.064,0.851,347,Positive
included,claims,filed,names,inmates,death,—,occurred,nielsen,noted,hundreds,thousands,Left,-0.6,0.0,0.122,0.878,242,Negative
world,’,six,geographic,regions,africa,europe,islands,island,nations,north,america,Left,0.0,0.0,0.0,1.0,3153,Neutral
comes,coal,fired,power,stations,originally,she,worked,ground,ngo,friends,earth,Left,-0.1,0.089,0.104,0.807,175,Negative
activist,south,africa,almost,energy,comes,,,,,,,Left,0.2,0.059,0.0,0.941,347,Positive
coal,fired,power,stations,originally,france,worked,ground,ngo,friends,earth,fighting,Left,-0.5,0.086,0.169,0.746,285,Negative
shares,french,banks,’,stocks,pinson,she,could,attend,shareholder,meetings,speak,Left,0.3,0.073,0.0,0.927,461,Positive
fix,”,philadelphia,board,education,president,wilkerson,sent,letter,group,saying,she,Left,0.0,0.0,0.0,1.0,3153,Neutral
rate,charters,newly,formed,group,said,african,american,charter,schools,coalition,held,Left,0.0,0.0,0.0,1.0,3153,Neutral
joyce,wilkerson,sent,letter,group,saying,“,excited,encouraged,”,formation,coalition,Left,0.6,0.159,0.0,0.841,517,Positive
mencarini,twitter,mattmencarini,tessa,duvall,tessaduvall,costello,dctello,courier,journal,reported,storythe,Left,0.0,0.0,0.0,1.0,3153,Neutral
police,officers,greater,benefit,fischer,spokeswoman,porter,said,top,bottom,review,lmpd,Left,0.7,0.213,0.0,0.787,361,Positive
equipment,past,two,years,city,banned,louisville,metro,police,department,officers,received,Left,-0.5,0.0,0.094,0.906,285,Negative
restore,follow,matt,mencarini,twitter,mattmencarini,duvall,tessaduvall,darcy,costello,dctello,courier,Left,0.3,0.071,0.0,0.929,461,Positive
police,reforms,happened,breonna,law,signed,third,state,prohibit,knock,search,warrantssupporters,Left,0.0,0.0,0.0,1.0,3153,Neutral
communities,policing,historically,continues,racially,disparate,said,mentally,emotionally,physically,spiritually,healthy,Left,0.4,0.085,0.0,0.915,747,Positive
jobs,lead,level,four,black,ceos,black,women,make,population,vice,presidents,Left,0.0,0.0,0.0,1.0,3153,Neutral
thought,leaders,well,lived,experience,black,four,pillars,focus,foundational,components,exist,Left,0.3,0.068,0.0,0.932,461,Positive
lives,matter,unlawful,police,violence,tolerated,chan,civil,rights,attorney,former,san,Left,-0.6,0.033,0.123,0.843,242,Negative
reform,advocates,local,officials,neil,aunt,green,told,cnn,affiliate,kgo,charges,Left,-0.3,0.0,0.068,0.932,291,Negative
use,force,democratic,assemblymembers,kevin,mccarty,kamlager,carried,police,reform,legislation,year,Left,0.0,0.0,0.0,1.0,3153,Neutral
email,protected,twitter,emmacrosenbaumrelated,stories,—,davis,engages,community,student,abolitionists,annual,Left,0.6,0.154,0.0,0.846,517,Positive
papachristos,his,research,complimented,themes,“,”,book,selection,usually,bad,apple,Left,-0.2,0.087,0.108,0.805,240,Negative
database,police,activities,book,northwestern,director,cunniff,said,she,reached,papachristos,his,Left,0.1,0.046,0.0,0.954,225,Positive
book,northwestern,director,nancy,cunniff,said,reached,papachristos,his,research,complimented,themes,Left,0.5,0.13,0.0,0.87,568,Positive
justice,previous,roles,upcoming,film,“,”,kick,event,palmer,touched,impact,Left,0.5,0.112,0.0,0.888,568,Positive
alone,woman,color,able,break,like,—,shows,kids,’,possible,”,Left,0.1,0.085,0.068,0.847,225,Positive
“,alice,”,set,1970s,inspired,decides,leave,plantation,palmer,spoke,movie,Left,0.5,0.105,0.039,0.855,568,Positive
see,women,official,positions,let,alone,color,able,break,like,she,—,Left,0.1,0.079,0.063,0.857,225,Positive
long,walked,albemarle,correctional,institute,north,free,august,asking,north,carolina,governor,Left,0.5,0.102,0.0,0.898,568,Positive
long,african,american,convicted,raping,white,white,jury,sentenced,years,prison,his,Left,-0.8,0.0,0.254,0.746,120,Negative
investigating,quawan,bobby,charles,death,homicide,alert,reported,missing,police,claim,procedures,Left,-0.6,0.062,0.173,0.765,242,Negative
angry,people,upset,quawan,charles,cousin,charles,told,cbs,morning,national,correspondent,Left,-0.7,0.0,0.174,0.826,149,Negative
quawan,tried,go,swim,said,ronald,attorneys,representing,quawan,family,attorneys,said,Left,0.0,0.0,0.0,1.0,3153,Neutral
said,quawan,picked,october,woman,named,irvin,year,old,allegedly,picked,him,Left,0.0,0.0,0.0,1.0,3153,Neutral
concerns,speculating,football,game,celina,said,believes,race,played,role,case,investigated,Left,0.3,0.076,0.0,0.924,461,Positive
charles,family,said,quawan,picked,october,named,janet,irvin,year,old,allegedly,Left,0.0,0.0,0.0,1.0,3153,Neutral
public,consumption,wall,street,journal,reported,freddie,climate,changeif,fannie,mae,freddie,Left,0.0,0.0,0.0,1.0,3153,Neutral
reported,fannie,freddie,climate,changeif,fannie,freddie,mac,account,climate,change,home,Left,0.0,0.0,0.0,1.0,3153,Neutral
indianivar,—,peak,“,severe,cyclonic,”,—,killed,least,four,forced,Left,-0.9,0.0,0.305,0.695,62,Negative
“,way,survive,”,year,old,high,blood,pressure,diabetes,kidney,problems,Left,-0.6,0.0,0.159,0.841,242,Negative
companies,recently,donated,political,action,committee,limón,executive,director,california,environmental,justice,Left,0.5,0.105,0.0,0.895,568,Positive
minister,india,narendra,modi,sept,narendra,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
move,“,encouraging,”,twitter,said,looking,“,domestic,equivalent,”,according,Left,0.5,0.12,0.0,0.88,568,Positive
himself,his,chief,deputy,chiefs,staff,gunasekara,michael,molina,coronavirus,pandemic,precautions,Left,0.0,0.0,0.0,1.0,3153,Neutral
preference,’,like,go,panama,costa,ecuador,dominican,republic,according,new,york,Left,0.4,0.082,0.0,0.918,747,Positive
“,kids,screaming,fear,horrible,”,thomas,pérez,told,prensa,“,ground,Left,-0.9,0.0,0.279,0.721,62,Negative
inches,“,facing,incredible,emergency,”,wood,vice,president,miskito,ethnic,group,Left,-0.4,0.0,0.088,0.912,260,Negative
wednesday,tens,thousands,people,forced,evacuate,made,landfall,miles,hurricane,eta,struck,Left,-0.6,0.0,0.152,0.848,242,Negative
equator,fact,damage,already,begun,hurricane,puerto,rico,caused,death,people,brazil,Left,-0.8,0.0,0.202,0.798,120,Negative
activism,comes,naturally,latino,communities,costa,plans,completely,carbon,emissions,free,youth,Left,0.5,0.102,0.0,0.898,568,Positive
justice,center,conversation,conversation,esther,sosa,,,,,,,Left,0.5,0.105,0.0,0.895,568,Positive
esther,sosa,talks,bringing,people,table,means,ways,break,bread,together,’,Left,0.0,0.0,0.0,1.0,3153,Neutral
,,,,,,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
two,young,first,time,latino,voters,brandon,hear,say,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
,,,,,,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
change,policies,protect,environment,jennifer,lopez,longoria,jessica,alba,mamas,supporting,campaign,Left,0.7,0.164,0.0,0.836,361,Positive
work,climate,change,policies,protect,environment,lopez,eva,longoria,jessica,alba,mamas,Left,0.4,0.082,0.0,0.918,747,Positive
protect,environment,jennifer,lopez,eva,longoria,alba,mamas,supporting,campaign,children,would,Left,0.7,0.164,0.0,0.836,361,Positive
isolation,time,transformation,lot,people,world,found,voice,herself,speaks,stronger,ever,Left,-0.0,0.078,0.081,0.841,3153,Neutral
lot,people,world,she,found,voice,speaks,stronger,ever,she,able,talk,Left,0.4,0.082,0.0,0.918,747,Positive
made,past,struggles,shaped,confident,talented,keep,singing,writing,important,messages,,Left,0.7,0.226,0.068,0.707,361,Positive
productsgone,days,fibers,clays,’,new,texturizing,products,relied,short,choppy,styles,Left,0.0,0.0,0.0,1.0,3153,Neutral
his,expertly,shaped,beard,bad,bunnybad,pink,headbands,love,story,kendrick,sampsonthe,Left,0.2,0.118,0.098,0.784,347,Positive
year,keeps,growing,his,hair,well,uzi,vertneon,hair,means,even,cooler,Left,0.4,0.119,0.0,0.881,747,Positive
cut,season,never,especially,’,channing,wrapped,movie,dogs,courtesy,drake,champagnepapidrakewhy,Left,0.1,0.079,0.066,0.854,225,Positive
powerhouse,duo,naomi,campbell,his,dermatologist,jones,md,latest,episode,grooming,gods,Left,0.0,0.0,0.0,1.0,3153,Neutral
way—enough,launch,his,skin,line,humanrace,his,line,big,release,asked,pharrell,Left,0.0,0.0,0.0,1.0,3153,Neutral
his,advice,smooth,complexion,powerhouse,duo,campbell,his,dermatologist,elena,jones,md,Left,0.0,0.0,0.0,1.0,3153,Neutral
great,his,skin,dr,elena,“,made,start,think,things,differently,”,Left,0.6,0.132,0.0,0.868,517,Positive
special,claim,land,near,fish,creek,tribe,pressured,sign,treaty,canadian,government,Left,0.2,0.083,0.058,0.859,347,Positive
without,much,courtesy,visit,home,nothing,family,started,packing,seth,came,home,Left,0.4,0.079,0.0,0.921,747,Positive
overlooks,reserve,tribe,followed,forming,cairn,land,sacrifices,made,“,pile,physical,Left,0.0,0.0,0.0,1.0,3153,Neutral
home,his,grandmother,elder,tsuut,’,tribe,home,many,his,relatives,entombed,Left,0.0,0.0,0.0,1.0,3153,Neutral
armie,hammer,people,choice,awards,santa,november,todd,williamson,entertainment,getty,imagesarmie,Left,0.7,0.172,0.0,0.828,361,Positive
pap,shot,broke,internet,brad,channeling,salt,pepper,twist,taking,well,deserved,Left,-0.2,0.064,0.085,0.851,240,Negative
nourish,skin,good,bacteria,preserving,microscopic,inside,cells,best,home,lactic,acid,Left,0.8,0.202,0.0,0.798,510,Positive
night,cream—though,peel,contains,soothing,aloe,rosewater,keep,skin,getting,irritated,,Left,-0.2,0.069,0.09,0.841,240,Negative
acid,works,tandem,pore,clearing,bha,bark,extract,wear,minutes,week,thorough,Left,0.0,0.0,0.0,1.0,3153,Neutral
nowthe,best,hair,clipper,wahl,professional,senior,clipperit,year,diy,kitchen,haircuts,Left,0.6,0.127,0.0,0.873,517,Positive
coastline,viktor,rolf,“,spicebomb,”,chili,pink,pepper,give,spicebomb,bite,Left,0.0,0.0,0.0,1.0,3153,Neutral
shoulder,season,scent,thanks,uplifting,additions,bergamot,wear,september,may,without,feeling,Left,0.4,0.09,0.042,0.868,747,Positive
musgraves,cocktail,like,light,baby,tell,play,golden,hour,boy,smells,slow,Left,0.6,0.149,0.0,0.851,517,Positive
best,scented,spray,frédéric,malle,jurassic,perfume,guncandles,cool,much,cooler,perfume,Left,0.8,0.188,0.0,0.812,510,Positive
negroni,bar,street,ever,wondered,taking,musgraves,cocktail,like,light,baby,tell,Left,0.4,0.079,0.0,0.921,747,Positive
slow,burnskaters,pro,model,boards,country,year,always,sold,candle,she,describes,Left,0.0,0.0,0.0,1.0,3153,Neutral
country,star,year,always,sold,candle,describes,little,dank,little,crisp,like,Left,0.4,0.079,0.0,0.921,747,Positive
tells,actually,work—,reviews,amazon,five,average,wrong,crest,says,strips,remove,Left,-0.3,0.052,0.095,0.854,291,Negative
giannulli,his,wife,full,house,star,loughlin,pled,guilty,various,fraud,charges,Left,-0.8,0.0,0.244,0.756,120,Negative
particular,prisons,his,clients,reportedly,included,stewart,bernie,madoff,according,paperny,successful,Left,0.6,0.116,0.0,0.884,517,Positive
year,giannulli,his,wife,full,house,lori,loughlin,pled,guilty,various,fraud,Left,-0.8,0.0,0.191,0.809,120,Negative
speak,brands,’,doctors,sign,change,probably,suggest,stick,minoxidil,drop,finasteride,Left,-0.3,0.0,0.07,0.93,291,Negative
still,rocking,his,signature,pink,hair,sweatshirt,adam,brody,surfing,malibu,november,Left,0.0,0.0,0.0,1.0,3153,Neutral
facial,hair,surfing—sandy,cohen,would,proud,knowles,tyler,creatorsolange,furry,clean,shaven,Left,0.7,0.172,0.0,0.828,361,Positive
evan,mock,behind,scenes,filming,gossip,reboot,outside,metropolitan,museum,art,new,Left,-0.5,0.0,0.138,0.862,285,Negative
best,teeth,whitening,penhismile,teeth,whitening,hismile,buy,nowif,bleached,hair,know,Left,0.6,0.127,0.0,0.873,517,Positive
nbc,’,america,’,got,talent,union,reported,fired,she,’,told,Left,-0.2,0.089,0.115,0.796,240,Negative
gradually,rolling,back,restrictions,natural,hairstyles,last,year,california,became,first,state,Left,0.4,0.079,0.0,0.921,747,Positive
got,talent,gabrielle,union,reported,fired,’,told,show,executives,hairstyles,“,Left,-0.2,0.086,0.111,0.802,240,Negative
disease,cavity,formation,”,says,dr,chern,new,york,general,dentistry,nyc,Left,0.0,0.0,0.0,1.0,3153,Neutral
dr,chern,gave,gq,low,methods,endorses,she,recommends,avoiding,see,best,Left,0.6,0.224,0.118,0.658,517,Positive
waterpik,”,dominant,brand,chern,uses,she,rush,she,recommends,people,hard,Left,0.1,0.063,0.046,0.891,225,Positive
voting,selfies,sam,smithan,anglicized,girl,earring,khalidwhen,skin,glows,consistently,need,Left,0.0,0.0,0.0,1.0,3153,Neutral
early,voting,selfies,sam,smithan,anglicized,pearl,earring,khalidwhen,skin,glows,consistently,Left,0.0,0.0,0.0,1.0,3153,Neutral
cyber,monday,deals,offer,even,though,looking,something,specific,check,gq,cyber,Left,0.0,0.0,0.0,1.0,3153,Neutral
hmm,love,elegant,beautiful,personwith,kind,nature,requires,booked,new,movie,yeah,Left,1.0,0.402,0.0,0.598,7,Positive
prepping,thing,fine,know,excited,miguel,quiet,poiseand,beauty,brings,peace,like,Left,0.9,0.359,0.0,0.641,146,Positive
like,blanket,righteous,rain,bootcross,croc,boot,get,bottega,veneta,delightfully,deranged,Left,0.7,0.181,0.0,0.819,361,Positive
supported,throughout,year,iwc,declined,confirm,mega,courtesy,rolexmark,wahlberg,’,rolex,Left,0.6,0.151,0.0,0.849,517,Positive
black,dial,version,new,submariner,masters,mcintyre,ama2020lewis,capaldi,’,patek,philippe,Left,0.0,0.0,0.0,1.0,3153,Neutral
summer,new,rainbow,daytona,unquestionably,crown,mahomes,’,collection,got,lot,fun,Left,0.5,0.105,0.0,0.895,568,Positive
buy,watch,cool,according,formula,reporter,illman,black,colorway,meant,subtle,nod,Left,0.3,0.073,0.0,0.927,461,Positive
worthy,title—and,watches,american,music,awards,appeared,onstage,wearing,watch,rapped,watch,Left,0.7,0.174,0.0,0.826,361,Positive
ody,”,lewis,hamilton,great,britain,gp,celebrates,winning,7th,f1,world,Left,0.9,0.301,0.0,0.699,146,Positive
emma,mcintyre,ama2020lewis,capaldi,’,patek,aquanaut,5167ait,used,column,’,go,Left,0.0,0.0,0.0,1.0,3153,Neutral
—a,nickname,’,stuck,day,jorg,brand,barack,obama,wore,office,entire,Left,-0.2,0.0,0.067,0.933,240,Negative
wrists,spacex,crew,”,says,robert,broer,founder,watch,magazine,fratello,organizer,Left,0.0,0.0,0.0,1.0,3153,Neutral
johnson,voracious,collector,owned,pieces,patek,rolex,hamilton,jaeger,lecoultre,vulcain,accordingly,Left,0.0,0.0,0.0,1.0,3153,Neutral
