word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,affiliation,compound,pos,neg,neu,frequency,sentiment
“,overturn,reverse,election,results,”,lawsuit,powell,describes,voting,machines,owned,Right,-0.2,0.0,0.066,0.934,173,Negative
dominion,execs,ties,hugo,chavez,says,proof,dominion,facilitated,voter,fraud,countries,Right,-0.6,0.0,0.116,0.884,309,Negative
unlike,ford,–,perceived,many,protecting,–,biden,would,dealing,his,political,Right,0.0,0.0,0.0,1.0,3094,Neutral
play,reports,trump,hating,press,would,divisive,propaganda,game,trump,–,time,Right,-0.4,0.071,0.157,0.772,234,Negative
–,mainly,defeating,icons,california,congresswoman,gahagan,douglas,state,’,senate,seat,Right,-0.4,0.0,0.088,0.912,234,Negative
trump,’,defeat,former,first,lady,clinton,–,based,number,allegations,official,Right,-0.4,0.043,0.099,0.858,234,Negative
even,presidential,candidates,–,hook,new,among,left,hang,trump,highest,rafter,Right,0.0,0.0,0.0,1.0,3094,Neutral
criminal,legal,action,even,presidential,foe,following,president,trump,’,defeat,former,Right,-0.8,0.042,0.26,0.698,114,Negative
president,trump,’,defeat,former,first,hillary,clinton,–,based,number,allegations,Right,-0.4,0.043,0.099,0.858,234,Negative
manners,commercials,seem,impact,morning,south,see,tire,marks,cars,peeling,doughnuts,Right,0.0,0.0,0.0,1.0,3094,Neutral
kids,running,rampage,trashing,house,process,immediately,retreats,back,expensive,cocoon,–,Right,0.0,0.0,0.0,1.0,3094,Neutral
correct,granting,pardon,flynn,’,pardon,need,mercy,needed,justice,‘,tis,Right,0.9,0.358,0.0,0.642,79,Positive
’,disgraced,fbi,agents,lovers,strzok,pageex,fbi,attorney,kevin,clinesmith,pleaded,Right,0.1,0.102,0.09,0.808,156,Positive
abuse,suffered,president,donald,trump,’,,,,,,,Right,-0.8,0.0,0.215,0.785,114,Negative
traffic,parler,include,hannity,mark,levin,loomer,maria,bartiromo,senator,ted,cruz,Right,0.0,0.0,0.0,1.0,3094,Neutral
include,hannity,mark,levin,laura,loomer,bartiromo,senator,ted,cruz,r,tx,Right,0.4,0.082,0.0,0.918,782,Positive
follow…if,person,’,following,wants,profit,advertise,audience,course,share,profit,’,Right,0.8,0.242,0.0,0.758,222,Positive
data,privacy,”,says,co,founder,mercer,daughter,hedge,fund,investor,robert,Right,0.0,0.0,0.0,1.0,3094,Neutral
”,parler,user,’,see,advertisement,follow,person,company,users,option,apply,Right,0.0,0.0,0.0,1.0,3094,Neutral
heard,cnn,’,trump,hater,extraordinaire,keilar,announce,president,press,conference,regarding,Right,-0.4,0.0,0.091,0.909,234,Negative
private,corporations,constitutionally,required,fair,unbiased,bound,tradition,–,tradition,kicked,gutter,Right,0.3,0.076,0.036,0.888,431,Positive
band,called,strategists,already,sold,fame,radical,left,news,media,propped,new,Right,0.4,0.091,0.0,0.909,782,Positive
united,states,eleven,percent,wary,something,see,survey,question,wording,click,sign,Right,0.4,0.088,0.0,0.912,782,Positive
embrace,socialism,major,turnoff,voters,rep,spanberger,virginia,race,she,happy,camper,Right,0.7,0.176,0.0,0.824,231,Positive
party,rep,alexandria,ocasio,cortez,sens,warren,bernie,sanders,expect,even,deeper,Right,0.4,0.085,0.0,0.915,782,Positive
millions,dollars,states,legislatures,unprecedented,spending,texas,pennsylvania,american,legislative,exchange,council,Right,0.0,0.0,0.0,1.0,3094,Neutral
pennsylvania,american,legislative,exchange,council,president,nelson,estimates,democrats,outspent,republicans,least,Right,0.0,0.0,0.0,1.0,3094,Neutral
tight,defeat,deep,losses,democrats,house,pelosi,thought,troops,would,gain,seats,Right,-0.3,0.094,0.158,0.748,242,Negative
major,turnoff,voters,rep,abigail,spanberger,race,she,happy,camper,need,ever,Right,0.6,0.113,0.0,0.887,384,Positive
voters,rep,abigail,spanberger,virginia,race,happy,camper,need,ever,use,words,Right,0.6,0.113,0.0,0.887,384,Positive
united,states,eleven,percent,wary,something,see,survey,question,wording,click,sign,Right,0.4,0.088,0.0,0.912,782,Positive
embrace,socialism,major,turnoff,voters,rep,spanberger,virginia,race,she,happy,camper,Right,0.7,0.176,0.0,0.824,231,Positive
party,rep,alexandria,ocasio,cortez,sens,warren,bernie,sanders,expect,even,deeper,Right,0.4,0.085,0.0,0.915,782,Positive
millions,dollars,states,legislatures,unprecedented,spending,texas,pennsylvania,american,legislative,exchange,council,Right,0.0,0.0,0.0,1.0,3094,Neutral
pennsylvania,american,legislative,exchange,council,president,nelson,estimates,democrats,outspent,republicans,least,Right,0.0,0.0,0.0,1.0,3094,Neutral
tight,defeat,deep,losses,democrats,house,pelosi,thought,troops,would,gain,seats,Right,-0.3,0.094,0.158,0.748,242,Negative
major,turnoff,voters,rep,abigail,spanberger,race,she,happy,camper,need,ever,Right,0.6,0.113,0.0,0.887,384,Positive
voters,rep,abigail,spanberger,virginia,race,happy,camper,need,ever,use,words,Right,0.6,0.113,0.0,0.887,384,Positive
embrace,socialism,major,turnoff,voters,rep,spanberger,virginia,race,she,happy,camper,Right,0.7,0.176,0.0,0.824,231,Positive
party,rep,alexandria,ocasio,cortez,sens,warren,bernie,sanders,expect,even,deeper,Right,0.4,0.085,0.0,0.915,782,Positive
millions,dollars,states,legislatures,unprecedented,spending,texas,pennsylvania,american,legislative,exchange,council,Right,0.0,0.0,0.0,1.0,3094,Neutral
pennsylvania,american,legislative,exchange,council,president,nelson,estimates,democrats,outspent,republicans,least,Right,0.0,0.0,0.0,1.0,3094,Neutral
tight,defeat,deep,losses,democrats,house,pelosi,thought,troops,would,gain,seats,Right,-0.3,0.094,0.158,0.748,242,Negative
major,turnoff,voters,rep,abigail,spanberger,race,she,happy,camper,need,ever,Right,0.6,0.113,0.0,0.887,384,Positive
voters,rep,abigail,spanberger,virginia,race,happy,camper,need,ever,use,words,Right,0.6,0.113,0.0,0.887,384,Positive
state,bars,first,movers,issues,”,byrne,hessick,law,professor,university,north,Right,0.0,0.0,0.0,1.0,3094,Neutral
byrne,hessick,law,professor,university,north,told,“,generally,avoid,taking,actions,Right,-0.3,0.0,0.073,0.927,242,Negative
value,preserving,courtroom,space,lies,deflate,lithwick,writes,slate,“,dull,workaday,Right,-0.5,0.071,0.162,0.767,245,Negative
powell,claimed—without,evidence,go,without,saying—that,governor,brian,kemp,bribed,rig,his,Right,-0.1,0.0,0.049,0.951,136,Negative
vote,despite,hostility,michigan,gop,moments,unfortunately,lacking,comes,lawyers,behind,trump,Right,0.1,0.086,0.072,0.842,156,Positive
example,case,former,kansas,secretary,state,kobach,signed,trump,’,doomed,voter,Right,-0.6,0.0,0.13,0.87,309,Negative
cases,’,look,political,”,said,litman,teaches,law,university,michigan,argued,Right,-0.4,0.0,0.085,0.915,234,Negative
booted,trump,’,legal,team,tweeted,“,staying,course,prove,…,massive,Right,0.1,0.055,0.0,0.945,156,Positive
regarded,conservative,legal,academic,jurist,judge,coney,barrett,amy,coney,barrettcuomo,likens,Right,0.1,0.049,0.0,0.951,156,Positive
churches,covid,imposed,community,worship,back,detailed,time,justices,split,favor,upholding,Right,0.6,0.148,0.039,0.813,384,Positive
decision,court,’,progressive,icon,justice,bader,ginsburg,ruth,bader,ginsburgcuomo,likens,Right,0.5,0.108,0.0,0.892,369,Positive
irony,richcnn,senior,media,reporter,oliver,writes,watched,fox,news,past,week,Right,-0.1,0.0,0.04,0.96,136,Negative
reality,many,people,complicit,people,like,bartiromo,formerly,acclaimed,journalist,known,around,Right,0.4,0.079,0.0,0.921,782,Positive
around,world,making,ceos,tell,truth,tees,trump,recite,lie,lie,sunday,Right,0.3,0.073,0.0,0.927,431,Positive
natural,disaster,recession,fallen,high,million,nearly,three,million,october,contrast,number,Right,-0.8,0.099,0.246,0.654,114,Negative
rectitude,including,international,monetary,fund,economists,reinhart,kenneth,rogoff,urged,governments,less,Right,0.0,0.0,0.0,1.0,3094,Neutral
lockers,west,bloomfield,township,michigan,september,elconin,reutersalthough,states,entered,pandemic,less,Right,0.0,0.0,0.0,1.0,3094,Neutral
transfers,social,security,payments,unemployment,benefits,record,ten,percent,year,whole,real,Right,0.3,0.143,0.083,0.774,431,Positive
counterbalance,partisan,forces,fueling,rigidity,gridlock,paton,vanessa,friedmanc,new,york,times,Right,-0.2,0.0,0.055,0.945,173,Negative
forces,fueling,rigidity,gridlock,elizabeth,paton,friedmanc,new,york,times,company,,Right,-0.2,0.0,0.055,0.945,173,Negative
said,new,chairwoman,appropriations,committee,chosen,would,begin,asking,members,submit,“,Right,0.0,0.0,0.0,1.0,3094,Neutral
acquired,knowledge,prince,still,sort,relationship,parker,bowles,emerald,fennell,diana,ready,Right,0.4,0.079,0.0,0.921,782,Positive
prince,charles,josh,’,connor,lady,spencer,emma,corrin,prince,wales,portrayed,Right,0.0,0.0,0.0,1.0,3094,Neutral
royal,stir,addition,ongoing,antics,queen,played,olivia,colman,margaret,thatcher,gillian,Right,0.3,0.076,0.0,0.924,431,Positive
josh,’,connor,lady,diana,spencer,corrin,prince,wales,portrayed,negative,light,Right,-0.6,0.0,0.117,0.883,309,Negative
notable,moment,comes,early,fourth,season,prince,charles,princess,diana,’,wedding,Right,0.0,0.0,0.0,1.0,3094,Neutral
elizabeth,played,olivia,colman,margaret,thatcher,anderson,bulk,newest,season,follows,tumultuous,Right,0.3,0.076,0.0,0.924,431,Positive
often,seen,wearing,insignia,pinky,finger,middleton,’,family,received,official,crest,Right,0.0,0.0,0.0,1.0,3094,Neutral
chris,pine,stephan,james,zac,efron,x,seen,sporting,style,signet,become,Right,0.0,0.0,0.0,1.0,3094,Neutral
antics,queen,elizabeth,played,olivia,colman,thatcher,gillian,anderson,bulk,newest,season,Right,0.3,0.076,0.0,0.924,431,Positive
addition,ongoing,antics,queen,elizabeth,played,colman,margaret,thatcher,gillian,anderson,bulk,Right,0.3,0.076,0.0,0.924,431,Positive
future,princess,wedding,according,royal,biographer,junor,wrote,biography,duchess,camilla,prince,Right,0.0,0.0,0.0,1.0,3094,Neutral
prior,marriage,prince,william,younger,sister,middleton,frequently,seen,wearing,signet,coat,Right,0.0,0.0,0.0,1.0,3094,Neutral
closed,walks,away,seems,done,trick,goes,rehearsal,wedding,shortly,scene,reportedly,Right,-0.1,0.0,0.04,0.96,136,Negative
marriage,prince,charles,josh,’,connor,diana,spencer,emma,corrin,prince,wales,Right,0.0,0.0,0.0,1.0,3094,Neutral
african,american,tuskegee,study,use,cells,lacks,black,community,may,afraid,covid,Right,0.0,0.0,0.0,1.0,3094,Neutral
his,presidency,discovered,press,variegated,beast,adams,maggie,haberman,stuff,could,still,Right,0.0,0.0,0.0,1.0,3094,Neutral
precisely,never,let,meeting,trump,tower,stahl,cbs,news,asked,kept,attacking,Right,-0.5,0.0,0.094,0.906,245,Negative
discovered,press,variegated,beast,cindy,adams,haberman,stuff,could,still,depend,toadying,Right,0.0,0.0,0.0,1.0,3094,Neutral
oil,salesman,provided,unending,stream,gossip,items,his,personal,commercial,exploits,little,Right,-0.5,0.0,0.128,0.872,245,Negative
breitbart,newsmax,however,getting,scrupulous,going,palin,called,“,lamestream,media,”,Right,0.0,0.0,0.0,1.0,3094,Neutral
often,remembered,his,principled,support,wrote,statesman,edward,carrington,“,left,decide,Right,0.4,0.088,0.0,0.912,782,Positive
spoke,strongest,point,made,audience,ask,among,western,leaders,courage,stand,rapacious,Right,0.7,0.179,0.0,0.821,231,Positive
sidney,powell,district,court,northern,district,his,nine,page,affidavit,exhibit,describes,Right,0.0,0.0,0.0,1.0,3094,Neutral
court,northern,district,georgia,his,nine,affidavit,exhibit,describes,possible,manipulate,votes,Right,0.0,0.0,0.0,1.0,3094,Neutral
his,democratic,predecessors,’,×,expand,kaster,ap,photo,joe,biden,campaigned,Right,0.3,0.078,0.0,0.922,431,Positive
covid,crisis,opened,everybody,see,’,anymore,”,perfunctory,economic,statistics,teach,Right,-0.6,0.0,0.132,0.868,309,Negative
gravitational,pull,mega,rich,away,everyone,biggest,challenge,next,four,years,remains,Right,0.6,0.149,0.0,0.851,384,Positive
said,chuck,collins,heir,oscar,mayer,gave,away,his,inheritance,studies,inequality,Right,0.0,0.0,0.0,1.0,3094,Neutral
shot,two,senate,special,election,victories,january,even,’,successful,senate,unlikely,Right,0.8,0.194,0.0,0.806,222,Positive
democratic,predecessors,’,×,expand,carolyn,ap,photo,joe,biden,campaigned,addressing,Right,0.3,0.078,0.0,0.922,431,Positive
constituents,even,takes,high,dollar,contributors,shies,away,biden,sets,stage,right,Right,0.0,0.0,0.0,1.0,3094,Neutral
ever,reached,percent,year,overall,sales,percent,biggest,increase,six,years,todd,Right,0.4,0.117,0.0,0.883,782,Positive
increase,minimum,wage,undefeated,since,string,statewide,efforts,along,pressuring,private,businesses,Right,-0.0,0.07,0.073,0.856,3094,Neutral
state,jake,sullivan,national,security,adviser,haines,director,national,intelligence,alejandro,mayorkas,Right,0.7,0.164,0.0,0.836,231,Positive
senate,confirmation,goes,depends,two,runoffs,go,republicans,led,mitch,mcconnell,win,Right,0.6,0.116,0.0,0.884,384,Positive
leading,candidate,former,obama,defense,official,flournoy,delay,personnel,issue,biden,reportedly,Right,-0.2,0.047,0.072,0.881,173,Negative
considering,lloyd,austin,retired,army,four,general,commander,central,command,austin,serves,Right,0.0,0.0,0.0,1.0,3094,Neutral
friends,family,members,still,living,fear,coney,barrett,anointing,trump,election,’,Right,-0.0,0.093,0.096,0.811,3094,Neutral
elections,partisan,manner,going,forward,november,’,republican,secretary,state,brad,raffensperger,Right,0.0,0.0,0.0,1.0,3094,Neutral
republican,secretary,state,brad,raffensperger,rising,gop,politics,peach,state,went,blue,Right,0.0,0.0,0.0,1.0,3094,Neutral
nomination,supreme,court,million,help,confirm,coney,barrett,ginsburg,’,successor,donor,Right,0.8,0.24,0.0,0.76,222,Positive
obama,’,nominee,well,respected,merrick,senator,lindsey,graham,unequivocal,precedent,“,Right,0.6,0.167,0.0,0.833,384,Positive
nominee,well,respected,merrick,garland,senator,graham,unequivocal,precedent,“,opening,comes,Right,0.6,0.161,0.0,0.839,384,Positive
”,graham,added,fast,forward,justice,bader,ginsburg,’,death,september,–,Right,-0.1,0.105,0.121,0.774,136,Negative
court,idea,person,much,less,business,may,court,flotillas,coordinated,amicus,filers,Right,0.0,0.0,0.0,1.0,3094,Neutral
concerns,came,together,celebrate,game,saturday,fuller,briefly,made,football,socially,acceptable,Right,0.7,0.176,0.0,0.824,231,Positive
away,decide,cnn,campaign,stop,marietta,republican,national,committee,chair,ronna,mcdaniel,Right,-0.3,0.0,0.071,0.929,242,Negative
walk,away,decide,cnn,campaign,stop,georgia,republican,national,committee,chair,ronna,Right,-0.3,0.0,0.071,0.929,242,Negative
key,unidentified,female,know,mcdaniel,decided,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
since,election,day,fox,news,channel,bartiromo,missing,action,’,tell,ask,Right,-0.3,0.0,0.073,0.927,242,Negative
former,senator,democratic,presidential,candidate,john,cabinet,level,position,dealing,global,climate,Right,0.0,0.0,0.0,1.0,3094,Neutral
covid,vaccine,pfizer,inc,fox,business,fordham,contributed,report,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
moderna,ceo,stephane,bancel,told,mornings,fda,expected,consider,vaccine,dec,meeting,Right,0.0,0.0,0.0,1.0,3094,Neutral
fellow,republican,state,reps,nino,vitale,keller,paul,zeltwanger,filing,articles,impeachment,Right,0.0,0.0,0.0,1.0,3094,Neutral
statute,illegal,”,district,judge,halts,counties,erasing,dominion,voting,machine,data,Right,-0.6,0.0,0.114,0.886,309,Negative
backing,his,claim,conversation,fox,business,bartiromo,sunday,morning,futures,click,get,Right,0.0,0.037,0.0,0.963,3094,Neutral
absentee,voting,state,say,affected,approximately,,,,,,,Right,-0.4,0.0,0.117,0.883,234,Negative
disproportionately,hurt,economic,downturn,picks,include,rouse,economist,princeton,university,chair,council,Right,-0.5,0.0,0.105,0.895,245,Negative
control,senate,decided,pair,runoff,elections,jan,several,aid,programs,aimed,combating,Right,0.0,0.0,0.0,1.0,3094,Neutral
university,chair,council,economic,advisers,economists,boushey,jared,bernstein,council,members,neera,Right,0.0,0.0,0.0,1.0,3094,Neutral
biden,democratic,former,vice,president,office,firsts,womenbiden,’,latest,nominations,would,Right,0.0,0.0,0.0,1.0,3094,Neutral
treasury,secretary,former,federal,reserve,chair,yellen,team,’,makeup,reinforces,biden,Right,0.2,0.06,0.0,0.94,332,Positive
introduce,his,top,economic,policy,advisers,his,administration,prepares,power,amid,slowing,Right,0.2,0.058,0.0,0.942,332,Positive
federal,government,rouse,would,first,black,lead,council,economic,advisers,advises,president,Right,0.0,0.0,0.0,1.0,3094,Neutral
climate,change,plan,mobilizing,force,two,democrats,high,stakes,runoff,races,senate,Right,0.0,0.0,0.0,1.0,3094,Neutral
group,aiming,help,register,georgians,turn,day,elections,people,ground,canvassing,dropping,Right,0.4,0.085,0.0,0.915,782,Positive
instead,budget,got,nothing,budget,”,united,working,families,said,news,conference,Right,0.4,0.091,0.0,0.909,782,Positive
rate,soared,minneapolis,murder,rate,mayor,lightfoot,says,she,’,continue,fight,Right,-0.8,0.0,0.213,0.787,114,Negative
opportunity,scale,resources,required,”,said,executive,director,university,chicago,crime,lab,Right,-0.2,0.084,0.105,0.811,173,Negative
“,pandemic,budget,”,passed,last,city,officials,point,invest,south,west,Right,0.0,0.0,0.0,1.0,3094,Neutral
murder,rate,mayor,lori,lightfoot,says,’,continue,fight,poverty,crime,areas,Right,-0.9,0.0,0.361,0.639,48,Negative
schedule,f,”,employees,later,jan,inauguration,day,office,management,budget,completed,Right,0.0,0.0,0.0,1.0,3094,Neutral
“,schedule,f,”,employees,later,eve,inauguration,day,office,management,budget,Right,0.0,0.0,0.0,1.0,3094,Neutral
thing,secretary,state,stupid,even,pulled,loeffler,saying,somehow,brian,kemp,got,Right,-0.5,0.0,0.105,0.895,245,Negative
things,’,legal,requirement,’,always,promise,secretary,state,mike,pompeo,talks,Right,0.4,0.128,0.0,0.872,782,Positive
apparatus,moving,quickly,time,side,everything,side,facts,side,massive,fraud,trump,Right,-0.6,0.0,0.116,0.884,309,Negative
looking,look,mistakes,made,look,even,look,mistakes,made,simple,press,button,Right,-0.6,0.0,0.152,0.848,309,Negative
transition,team,yohannes,abraham,host,press,,,,,,,Right,0.0,0.0,0.0,1.0,3094,Neutral
inspection,protocols,iran,days,’,notice,period,must,give,international,inspectors,access,Right,0.0,0.0,0.0,1.0,3094,Neutral
wage,nuclear,former,secretary,state,john,’,diplomatic,masterpiece,retains,totally,inadequate,Right,0.3,0.12,0.087,0.792,431,Positive
supreme,court,anything,else,”,justice,coney,barrett,replaced,late,ruth,bader,Right,0.8,0.206,0.0,0.794,222,Positive
ruling,“,illustrative,supreme,court,anything,”,justice,amy,coney,barrett,replaced,Right,0.8,0.212,0.0,0.788,222,Positive
“,fitting,court,’,decision,made,thanksgiving,holiday,founded,pilgrims,settled,north,Right,0.4,0.091,0.0,0.909,782,Positive
receive,communion,via,zoom,rep,elect,malliotakis,r,brooklyn,noted,perfect,timing,Right,0.6,0.117,0.0,0.883,384,Positive
justice,amy,coney,barrett,replaced,late,bader,ginsburg,cuomo,’,limits,far,Right,0.5,0.108,0.0,0.892,369,Positive
found,last,year,navy,logistics,center,hits,things,bad,cagw,revealed,multiple,Right,-0.5,0.0,0.108,0.892,245,Negative
washington,dc,december,federal,reserve,chair,yellen,speaks,news,conference,december,washington,Right,0.0,0.0,0.0,1.0,3094,Neutral
